Abuse001_x264: [('Fighting', 0.30537155), ('Shooting', 0.18349612), ('Vandalism', 0.17987147), ('Normal Videos', 0.1674006), ('Arson', 0.16227728), ('Arrest', 0.12186389), ('Explosion', 0.11755353), ('Accident', 0.09152554), ('Abuse', 0.08819868), ('Stealing', 0.08510065), ('Burglary', 0.08301012), ('Robbery', 0.07686375), ('Assault', 0.072600104), ('Shoplifting', 0.047343165)]
Burglary017_x264: [('Burglary', 0.33069968), ('Normal Videos', 0.3292875), ('Shooting', 0.29313186), ('Robbery', 0.28597987), ('Arrest', 0.26720744), ('Stealing', 0.26566136), ('Shoplifting', 0.2624902), ('Vandalism', 0.24607924), ('Fighting', 0.2234485), ('Arson', 0.17717107), ('Accident', 0.17574452), ('Assault', 0.15833941), ('Abuse', 0.14318725), ('Explosion', 0.11363338)]
Burglary018_x264: [('Burglary', 0.37996393), ('Robbery', 0.3339839), ('Shoplifting', 0.3315094), ('Vandalism', 0.328979), ('Normal Videos', 0.32056516), ('Stealing', 0.29563865), ('Arrest', 0.27288368), ('Accident', 0.22125384), ('Shooting', 0.22103569), ('Assault', 0.21532246), ('Arson', 0.1989528), ('Fighting', 0.17263703), ('Abuse', 0.16868573), ('Explosion', 0.14280553)]
Burglary019_x264: [('Burglary', 0.26630622), ('Robbery', 0.24883233), ('Shoplifting', 0.24625516), ('Arrest', 0.23188801), ('Stealing', 0.22715916), ('Vandalism', 0.21798824), ('Normal Videos', 0.206545), ('Shooting', 0.19925319), ('Assault', 0.13752906), ('Fighting', 0.13259031), ('Accident', 0.118861526), ('Abuse', 0.11759166), ('Explosion', 0.093471095), ('Arson', 0.079246)]
Burglary020_x264: [('Shoplifting', 0.3223034), ('Burglary', 0.32029948), ('Robbery', 0.2972106), ('Stealing', 0.28758186), ('Normal Videos', 0.2759347), ('Vandalism', 0.23113221), ('Arrest', 0.2069754), ('Shooting', 0.20580031), ('Assault', 0.15288411), ('Fighting', 0.15235972), ('Accident', 0.11382306), ('Abuse', 0.10345402), ('Arson', 0.098189995), ('Explosion', 0.04985156)]
Burglary021_x264: [('Burglary', 0.35794535), ('Arson', 0.30182135), ('Robbery', 0.2980511), ('Shoplifting', 0.2887805), ('Vandalism', 0.28811997), ('Shooting', 0.28057247), ('Normal Videos', 0.27350774), ('Stealing', 0.26552048), ('Explosion', 0.2597726), ('Arrest', 0.25761288), ('Accident', 0.21900192), ('Fighting', 0.21214157), ('Assault', 0.19849828), ('Abuse', 0.13179399)]
Burglary022_x264: [('Burglary', 0.4270441), ('Robbery', 0.36656943), ('Shoplifting', 0.35051084), ('Vandalism', 0.33469558), ('Stealing', 0.32491115), ('Arrest', 0.30691534), ('Assault', 0.26472014), ('Shooting', 0.2385), ('Abuse', 0.22908133), ('Arson', 0.1847707), ('Normal Videos', 0.17537679), ('Fighting', 0.16069332), ('Accident', 0.1566939), ('Explosion', 0.1561145)]
Burglary023_x264: [('Normal Videos', 0.25233907), ('Vandalism', 0.24763627), ('Burglary', 0.24478751), ('Shooting', 0.20077689), ('Fighting', 0.19224598), ('Robbery', 0.18828672), ('Stealing', 0.17204651), ('Shoplifting', 0.16823111), ('Arson', 0.16622539), ('Assault', 0.1623182), ('Abuse', 0.15544668), ('Arrest', 0.14446811), ('Accident', 0.09940884), ('Explosion', 0.087329425)]
Burglary024_x264: [('Burglary', 0.29242694), ('Normal Videos', 0.28172207), ('Vandalism', 0.23379219), ('Shooting', 0.22522151), ('Robbery', 0.22501077), ('Stealing', 0.22250965), ('Shoplifting', 0.21601689), ('Arrest', 0.20480686), ('Fighting', 0.173538), ('Arson', 0.15512764), ('Abuse', 0.1477577), ('Assault', 0.14286743), ('Accident', 0.14088488), ('Explosion', 0.111293934)]
Burglary025_x264: [('Normal Videos', 0.22124258), ('Arson', 0.21388769), ('Shooting', 0.18403396), ('Fighting', 0.17813021), ('Vandalism', 0.17579177), ('Explosion', 0.16498023), ('Accident', 0.12950946), ('Burglary', 0.12288065), ('Assault', 0.0882238), ('Arrest', 0.08719912), ('Robbery', 0.08676657), ('Abuse', 0.071759835), ('Stealing', 0.06900048), ('Shoplifting', 0.031570096)]
Burglary026_x264: [('Fighting', 0.20532677), ('Vandalism', 0.20405704), ('Normal Videos', 0.18161535), ('Shooting', 0.176983), ('Burglary', 0.15175724), ('Arson', 0.15169938), ('Abuse', 0.1288261), ('Accident', 0.121551745), ('Arrest', 0.11536276), ('Stealing', 0.10647281), ('Robbery', 0.10243417), ('Assault', 0.09021376), ('Shoplifting', 0.07482363), ('Explosion', 0.07339222)]
Burglary027_x264: [('Vandalism', 0.34264928), ('Burglary', 0.30811632), ('Robbery', 0.2943613), ('Shoplifting', 0.28745523), ('Stealing', 0.2799002), ('Abuse', 0.21905611), ('Arrest', 0.21416207), ('Explosion', 0.20687261), ('Normal Videos', 0.18834119), ('Fighting', 0.18550318), ('Arson', 0.17205405), ('Shooting', 0.1710793), ('Accident', 0.15524715), ('Assault', 0.14892617)]
Burglary028_x264: [('Normal Videos', 0.3329471), ('Burglary', 0.32262358), ('Arrest', 0.31006393), ('Robbery', 0.3008913), ('Vandalism', 0.27919376), ('Shoplifting', 0.27406466), ('Shooting', 0.24730356), ('Stealing', 0.24721994), ('Arson', 0.19828421), ('Assault', 0.17504704), ('Fighting', 0.17057467), ('Accident', 0.15561329), ('Explosion', 0.14673327), ('Abuse', 0.13782895)]
Burglary029_x264: [('Fighting', 0.2494135), ('Vandalism', 0.23037918), ('Burglary', 0.21965714), ('Normal Videos', 0.2096782), ('Shooting', 0.20490313), ('Robbery', 0.20474836), ('Stealing', 0.18082213), ('Shoplifting', 0.17307636), ('Arson', 0.1703089), ('Arrest', 0.1508268), ('Abuse', 0.14060329), ('Assault', 0.123128965), ('Explosion', 0.12069839), ('Accident', 0.099247485)]
Burglary030_x264: [('Vandalism', 0.298564), ('Normal Videos', 0.2647838), ('Burglary', 0.24021725), ('Shooting', 0.23485339), ('Arrest', 0.23015827), ('Arson', 0.21815799), ('Fighting', 0.2123574), ('Robbery', 0.21010643), ('Stealing', 0.19797689), ('Abuse', 0.18794991), ('Shoplifting', 0.18427676), ('Assault', 0.15615773), ('Accident', 0.14177099), ('Explosion', 0.13168326)]
Burglary031_x264: [('Shoplifting', 0.2851904), ('Shooting', 0.28361246), ('Burglary', 0.24625583), ('Robbery', 0.23527265), ('Stealing', 0.23296395), ('Vandalism', 0.21345598), ('Normal Videos', 0.19585297), ('Fighting', 0.1509807), ('Arrest', 0.11340253), ('Assault', 0.10646975), ('Arson', 0.0945735), ('Explosion', 0.09197837), ('Accident', 0.06109693), ('Abuse', 0.040879298)]
Burglary032_x264: [('Shooting', 0.32625222), ('Burglary', 0.2928049), ('Arrest', 0.26869407), ('Vandalism', 0.256022), ('Normal Videos', 0.2492617), ('Robbery', 0.24528606), ('Accident', 0.23864594), ('Stealing', 0.21280158), ('Shoplifting', 0.20910145), ('Arson', 0.19837177), ('Fighting', 0.19694284), ('Assault', 0.19383055), ('Explosion', 0.17540665), ('Abuse', 0.13007951)]
Burglary033_x264: [('Normal Videos', 0.27396855), ('Arrest', 0.24667355), ('Vandalism', 0.2356235), ('Robbery', 0.22814721), ('Burglary', 0.2273294), ('Shooting', 0.20885752), ('Shoplifting', 0.20647734), ('Stealing', 0.19491084), ('Assault', 0.18601245), ('Fighting', 0.17348215), ('Accident', 0.14753088), ('Arson', 0.13868229), ('Abuse', 0.10303469), ('Explosion', 0.08345014)]
Burglary034_x264: [('Burglary', 0.30090642), ('Robbery', 0.25849545), ('Shoplifting', 0.2574384), ('Shooting', 0.25068688), ('Stealing', 0.23635046), ('Vandalism', 0.22785673), ('Arrest', 0.2083849), ('Normal Videos', 0.20505273), ('Fighting', 0.19813412), ('Assault', 0.17100137), ('Accident', 0.1493646), ('Arson', 0.13432431), ('Explosion', 0.11860863), ('Abuse', 0.09970981)]
Burglary035_x264: [('Burglary', 0.3311947), ('Robbery', 0.24612775), ('Assault', 0.23585747), ('Vandalism', 0.2340482), ('Shoplifting', 0.2333428), ('Shooting', 0.23198855), ('Stealing', 0.21661389), ('Arrest', 0.21109219), ('Normal Videos', 0.19833569), ('Arson', 0.18235883), ('Accident', 0.1786888), ('Fighting', 0.17270276), ('Abuse', 0.1610422), ('Explosion', 0.15385559)]
Burglary036_x264: [('Burglary', 0.29420286), ('Normal Videos', 0.28788906), ('Arrest', 0.2534446), ('Robbery', 0.24961051), ('Shooting', 0.24198073), ('Stealing', 0.23170954), ('Vandalism', 0.22825842), ('Shoplifting', 0.22241747), ('Fighting', 0.21207085), ('Accident', 0.18509474), ('Arson', 0.18476197), ('Assault', 0.14049067), ('Abuse', 0.14003345), ('Explosion', 0.13541183)]
Burglary037_x264: [('Burglary', 0.44549164), ('Robbery', 0.35576355), ('Shoplifting', 0.34916985), ('Stealing', 0.33742625), ('Shooting', 0.33263767), ('Normal Videos', 0.33217323), ('Arrest', 0.3206858), ('Vandalism', 0.3066022), ('Fighting', 0.23320827), ('Arson', 0.21705845), ('Assault', 0.20476064), ('Explosion', 0.17197172), ('Accident', 0.16877016), ('Abuse', 0.13722864)]
Burglary038_x264: [('Vandalism', 0.20962854), ('Fighting', 0.20694607), ('Normal Videos', 0.19612938), ('Arson', 0.17583501), ('Shooting', 0.16202311), ('Abuse', 0.16035661), ('Arrest', 0.15852593), ('Burglary', 0.14855954), ('Robbery', 0.11720938), ('Stealing', 0.11648727), ('Accident', 0.10677907), ('Assault', 0.10533582), ('Shoplifting', 0.09692016), ('Explosion', 0.09182087)]
Burglary039_x264: [('Burglary', 0.26686066), ('Vandalism', 0.24230097), ('Stealing', 0.21372616), ('Robbery', 0.21319818), ('Arrest', 0.20829694), ('Accident', 0.20032607), ('Shoplifting', 0.18456626), ('Shooting', 0.17803742), ('Normal Videos', 0.17332497), ('Fighting', 0.16090712), ('Assault', 0.112732045), ('Arson', 0.10099454), ('Abuse', 0.09263347), ('Explosion', 0.08645803)]
Burglary040_x264: [('Burglary', 0.29409263), ('Vandalism', 0.26520106), ('Robbery', 0.24566957), ('Stealing', 0.23518881), ('Fighting', 0.23218188), ('Shooting', 0.2214248), ('Shoplifting', 0.21759026), ('Normal Videos', 0.21466771), ('Arson', 0.19924176), ('Accident', 0.15350811), ('Assault', 0.14508575), ('Explosion', 0.13892278), ('Abuse', 0.1185375), ('Arrest', 0.097540185)]
Burglary041_x264: [('Burglary', 0.29646397), ('Normal Videos', 0.27186298), ('Arrest', 0.27113873), ('Shooting', 0.2572562), ('Vandalism', 0.20897527), ('Stealing', 0.20425789), ('Robbery', 0.20372626), ('Shoplifting', 0.20341158), ('Accident', 0.1743122), ('Fighting', 0.15797423), ('Explosion', 0.14044616), ('Arson', 0.1357559), ('Assault', 0.10253847), ('Abuse', 0.08119516)]
Burglary042_x264: [('Fighting', 0.23743176), ('Shooting', 0.2131762), ('Normal Videos', 0.21127245), ('Burglary', 0.2093795), ('Vandalism', 0.18052912), ('Stealing', 0.15500157), ('Robbery', 0.14961255), ('Shoplifting', 0.1305907), ('Arson', 0.12729615), ('Arrest', 0.12129756), ('Assault', 0.106299736), ('Abuse', 0.10262114), ('Accident', 0.09145696), ('Explosion', 0.071328014)]
Burglary043_x264: [('Burglary', 0.35735464), ('Vandalism', 0.32283586), ('Robbery', 0.30798855), ('Arson', 0.28243056), ('Stealing', 0.26323724), ('Shooting', 0.2614947), ('Arrest', 0.25961703), ('Explosion', 0.25487834), ('Shoplifting', 0.2506178), ('Fighting', 0.20250043), ('Normal Videos', 0.2011247), ('Assault', 0.19697137), ('Abuse', 0.18051672), ('Accident', 0.17957217)]
Burglary044_x264: [('Burglary', 0.23232928), ('Vandalism', 0.22731137), ('Shooting', 0.21484357), ('Normal Videos', 0.20726052), ('Arrest', 0.18830274), ('Stealing', 0.17509079), ('Shoplifting', 0.17155948), ('Accident', 0.17115274), ('Robbery', 0.1687571), ('Arson', 0.15481846), ('Assault', 0.14989878), ('Fighting', 0.12087416), ('Abuse', 0.112045325), ('Explosion', 0.105386645)]
Burglary045_x264: [('Burglary', 0.35962307), ('Robbery', 0.35656267), ('Shoplifting', 0.34323043), ('Stealing', 0.31867284), ('Vandalism', 0.31537864), ('Arrest', 0.26394862), ('Shooting', 0.24868852), ('Arson', 0.24613442), ('Explosion', 0.24486521), ('Normal Videos', 0.21332087), ('Accident', 0.19760391), ('Fighting', 0.18975732), ('Assault', 0.16882262), ('Abuse', 0.15197894)]
Burglary046_x264: [('Burglary', 0.3933558), ('Robbery', 0.38539112), ('Shoplifting', 0.38235545), ('Stealing', 0.34352744), ('Vandalism', 0.30781227), ('Shooting', 0.27837014), ('Arrest', 0.26953363), ('Normal Videos', 0.26644227), ('Fighting', 0.21758938), ('Arson', 0.19250757), ('Explosion', 0.18243897), ('Assault', 0.17057984), ('Abuse', 0.15930557), ('Accident', 0.12465018)]
Burglary047_x264: [('Burglary', 0.4749545), ('Robbery', 0.46337506), ('Vandalism', 0.41765332), ('Shoplifting', 0.40463775), ('Stealing', 0.3983972), ('Shooting', 0.3070543), ('Arrest', 0.29912335), ('Accident', 0.27068925), ('Arson', 0.24221942), ('Assault', 0.23747799), ('Normal Videos', 0.23062295), ('Abuse', 0.2235952), ('Fighting', 0.202578), ('Explosion', 0.16335285)]
Burglary048_x264: [('Vandalism', 0.22469774), ('Normal Videos', 0.22016048), ('Fighting', 0.19708388), ('Shooting', 0.18005818), ('Burglary', 0.16704127), ('Arrest', 0.16477591), ('Abuse', 0.15630409), ('Arson', 0.15413621), ('Robbery', 0.14507994), ('Stealing', 0.13749953), ('Accident', 0.12228142), ('Shoplifting', 0.117398895), ('Assault', 0.10072388), ('Explosion', 0.06725149)]
Burglary049_x264: [('Burglary', 0.32807353), ('Vandalism', 0.29569063), ('Shoplifting', 0.279924), ('Shooting', 0.26859045), ('Normal Videos', 0.26777762), ('Robbery', 0.26630783), ('Stealing', 0.26604736), ('Fighting', 0.2235088), ('Arrest', 0.17493582), ('Arson', 0.164898), ('Accident', 0.13496098), ('Abuse', 0.13458729), ('Assault', 0.13181506), ('Explosion', 0.116719194)]
Burglary050_x264: [('Vandalism', 0.3497678), ('Burglary', 0.33327693), ('Robbery', 0.29646757), ('Shoplifting', 0.28677642), ('Accident', 0.27775916), ('Shooting', 0.27501374), ('Stealing', 0.25911304), ('Arrest', 0.24922222), ('Assault', 0.24890675), ('Explosion', 0.21490061), ('Normal Videos', 0.21316871), ('Arson', 0.21207982), ('Abuse', 0.21202423), ('Fighting', 0.17431474)]
Burglary051_x264: [('Burglary', 0.2990958), ('Normal Videos', 0.28784698), ('Shooting', 0.23375076), ('Shoplifting', 0.2123251), ('Stealing', 0.21220529), ('Robbery', 0.21138573), ('Vandalism', 0.20457979), ('Arrest', 0.1770131), ('Arson', 0.17114681), ('Fighting', 0.16643545), ('Accident', 0.14831921), ('Assault', 0.14418456), ('Abuse', 0.09179336), ('Explosion', 0.09145595)]
Burglary052_x264: [('Vandalism', 0.26185623), ('Burglary', 0.25221908), ('Fighting', 0.23318249), ('Arrest', 0.23150688), ('Robbery', 0.21352242), ('Normal Videos', 0.20847338), ('Shooting', 0.2048637), ('Accident', 0.20478527), ('Assault', 0.19162612), ('Abuse', 0.18569523), ('Stealing', 0.18350776), ('Shoplifting', 0.1826016), ('Arson', 0.16792607), ('Explosion', 0.1413247)]
Burglary053_x264: [('Vandalism', 0.31894687), ('Burglary', 0.2380279), ('Normal Videos', 0.2378252), ('Robbery', 0.23758216), ('Fighting', 0.23129947), ('Abuse', 0.21235064), ('Stealing', 0.21099836), ('Shooting', 0.19714983), ('Arson', 0.19229853), ('Shoplifting', 0.1823169), ('Arrest', 0.18077835), ('Assault', 0.16204637), ('Accident', 0.16047528), ('Explosion', 0.12425486)]
Burglary054_x264: [('Normal Videos', 0.2654248), ('Arrest', 0.21587574), ('Burglary', 0.21349168), ('Vandalism', 0.17248958), ('Shooting', 0.17110965), ('Robbery', 0.17010927), ('Assault', 0.16023186), ('Shoplifting', 0.15841544), ('Accident', 0.1450668), ('Fighting', 0.13253056), ('Stealing', 0.12650067), ('Arson', 0.12242558), ('Explosion', 0.085962646), ('Abuse', 0.08538385)]
Burglary055_x264: [('Burglary', 0.34248224), ('Vandalism', 0.30102783), ('Shoplifting', 0.29755032), ('Robbery', 0.27221233), ('Stealing', 0.26943225), ('Shooting', 0.23933017), ('Arrest', 0.22989261), ('Normal Videos', 0.22309652), ('Assault', 0.1905277), ('Arson', 0.17348789), ('Explosion', 0.16951984), ('Accident', 0.14427452), ('Fighting', 0.14366768), ('Abuse', 0.09972323)]
Burglary056_x264: [('Burglary', 0.37902832), ('Robbery', 0.33747727), ('Shoplifting', 0.32569325), ('Stealing', 0.32534954), ('Shooting', 0.30784464), ('Normal Videos', 0.3019817), ('Vandalism', 0.26756963), ('Arrest', 0.25267982), ('Fighting', 0.2520921), ('Assault', 0.22072423), ('Accident', 0.19729087), ('Arson', 0.19568378), ('Abuse', 0.15840751), ('Explosion', 0.12272448)]
Burglary057_x264: [('Vandalism', 0.31102508), ('Burglary', 0.25374526), ('Fighting', 0.24048534), ('Normal Videos', 0.20841977), ('Robbery', 0.19129024), ('Stealing', 0.18534926), ('Shooting', 0.17351195), ('Shoplifting', 0.1726388), ('Abuse', 0.16937128), ('Arson', 0.16659975), ('Accident', 0.15601401), ('Explosion', 0.13882816), ('Arrest', 0.13422546), ('Assault', 0.11643867)]
Burglary058_x264: [('Burglary', 0.35242683), ('Robbery', 0.32423788), ('Shooting', 0.3223051), ('Shoplifting', 0.31445482), ('Vandalism', 0.31232375), ('Stealing', 0.29726592), ('Normal Videos', 0.26206043), ('Fighting', 0.23103474), ('Arrest', 0.18963507), ('Arson', 0.17834157), ('Accident', 0.15946937), ('Assault', 0.15512002), ('Abuse', 0.12436043), ('Explosion', 0.11957595)]
Burglary059_x264: [('Burglary', 0.3535681), ('Shoplifting', 0.31695926), ('Robbery', 0.3017251), ('Stealing', 0.27273586), ('Arrest', 0.26873094), ('Normal Videos', 0.25558016), ('Vandalism', 0.24570122), ('Shooting', 0.2334173), ('Arson', 0.19899267), ('Assault', 0.16454141), ('Fighting', 0.12964241), ('Abuse', 0.110035166), ('Explosion', 0.10518133), ('Accident', 0.08934667)]
Burglary060_x264: [('Vandalism', 0.27118072), ('Normal Videos', 0.22261648), ('Shooting', 0.20798536), ('Arrest', 0.19847697), ('Burglary', 0.19164367), ('Arson', 0.18672729), ('Fighting', 0.18428728), ('Robbery', 0.16107771), ('Abuse', 0.15874995), ('Accident', 0.13723996), ('Stealing', 0.13223986), ('Shoplifting', 0.12330067), ('Assault', 0.102825865), ('Explosion', 0.090532534)]
Burglary061_x264: [('Shoplifting', 0.22237027), ('Robbery', 0.21619889), ('Burglary', 0.21434596), ('Stealing', 0.20318219), ('Vandalism', 0.19611274), ('Normal Videos', 0.14527777), ('Shooting', 0.14426106), ('Arrest', 0.13541174), ('Assault', 0.11635566), ('Fighting', 0.11505709), ('Explosion', 0.11337806), ('Arson', 0.10483546), ('Abuse', 0.10132976), ('Accident', 0.09909661)]
Burglary062_x264: [('Burglary', 0.31656545), ('Shoplifting', 0.263402), ('Normal Videos', 0.2629112), ('Robbery', 0.25651056), ('Stealing', 0.25069705), ('Vandalism', 0.24312723), ('Shooting', 0.2259135), ('Arrest', 0.22082266), ('Assault', 0.18164253), ('Fighting', 0.17424428), ('Accident', 0.16979378), ('Arson', 0.168297), ('Explosion', 0.12991692), ('Abuse', 0.11399479)]
Burglary063_x264: [('Burglary', 0.4301315), ('Robbery', 0.3892975), ('Shoplifting', 0.3809271), ('Stealing', 0.3530162), ('Arrest', 0.3391688), ('Vandalism', 0.29871756), ('Assault', 0.22574317), ('Shooting', 0.21541485), ('Accident', 0.1882694), ('Arson', 0.14407688), ('Normal Videos', 0.13242573), ('Explosion', 0.12702759), ('Fighting', 0.116845176), ('Abuse', 0.097644955)]
Burglary064_x264: [('Shoplifting', 0.2790243), ('Robbery', 0.23953646), ('Burglary', 0.2377184), ('Shooting', 0.23354492), ('Stealing', 0.23039164), ('Normal Videos', 0.20790398), ('Vandalism', 0.18664569), ('Arrest', 0.16072464), ('Fighting', 0.15106161), ('Assault', 0.118906416), ('Arson', 0.09813792), ('Abuse', 0.08017312), ('Explosion', 0.061166085), ('Accident', 0.06042833)]
Burglary065_x264: [('Vandalism', 0.21247259), ('Burglary', 0.18986651), ('Shoplifting', 0.17168018), ('Stealing', 0.16978854), ('Normal Videos', 0.16580081), ('Robbery', 0.15176955), ('Fighting', 0.13409624), ('Accident', 0.11751577), ('Arson', 0.111542985), ('Arrest', 0.11063205), ('Abuse', 0.07749452), ('Shooting', 0.073636994), ('Assault', 0.07358686), ('Explosion', 0.030649818)]
Burglary066_x264: [('Burglary', 0.23584673), ('Shoplifting', 0.2341372), ('Stealing', 0.22075102), ('Robbery', 0.20223188), ('Vandalism', 0.19620891), ('Normal Videos', 0.18785122), ('Shooting', 0.16106367), ('Fighting', 0.14441493), ('Arson', 0.13247204), ('Arrest', 0.11660599), ('Abuse', 0.0944969), ('Assault', 0.08700685), ('Explosion', 0.077418946), ('Accident', 0.07537881)]
Burglary067_x264: [('Vandalism', 0.28010732), ('Normal Videos', 0.2785995), ('Burglary', 0.27681857), ('Shooting', 0.24355313), ('Fighting', 0.23168883), ('Arrest', 0.22411291), ('Stealing', 0.215364), ('Robbery', 0.20941105), ('Shoplifting', 0.19890974), ('Arson', 0.18913594), ('Assault', 0.1392778), ('Accident', 0.13907923), ('Abuse', 0.12344896), ('Explosion', 0.1102437)]
Burglary068_x264: [('Shoplifting', 0.35961586), ('Burglary', 0.3460875), ('Robbery', 0.3303858), ('Vandalism', 0.3160668), ('Arrest', 0.31406614), ('Shooting', 0.30818015), ('Stealing', 0.2997593), ('Normal Videos', 0.27550754), ('Fighting', 0.23991373), ('Arson', 0.22022921), ('Explosion', 0.20203736), ('Assault', 0.19375552), ('Abuse', 0.147335), ('Accident', 0.14281794)]
Burglary069_x264: [('Burglary', 0.33357945), ('Shooting', 0.32793573), ('Vandalism', 0.31482303), ('Arson', 0.29421434), ('Explosion', 0.2923689), ('Accident', 0.2791792), ('Normal Videos', 0.27247477), ('Fighting', 0.2613436), ('Robbery', 0.25682855), ('Stealing', 0.24527363), ('Shoplifting', 0.22640595), ('Arrest', 0.21939692), ('Assault', 0.20476192), ('Abuse', 0.12018706)]
