Abuse001_x264: [('Fighting', 0.2473864), ('Assault', 0.24733552), ('Abuse', 0.22662574), ('Explosion', 0.2183716), ('Burglary', 0.21833363), ('Arrest', 0.19959828), ('Vandalism', 0.19219466), ('Robbery', 0.18040663), ('Normal_Videos_', 0.1694072), ('Arson', 0.15237531), ('RoadAccidents', 0.1517644), ('Shooting', 0.14273702), ('Stealing', 0.13822368), ('Shoplifting', 0.11471912)]
RoadAccidents064_x264: [('RoadAccidents', 0.50692207), ('Arrest', 0.26254788), ('Explosion', 0.24686536), ('Vandalism', 0.24464697), ('Burglary', 0.2435752), ('Arson', 0.23718116), ('Shooting', 0.23068893), ('Robbery', 0.2181802), ('Normal_Videos_', 0.21353394), ('Stealing', 0.2054942), ('Shoplifting', 0.19100471), ('Abuse', 0.19086315), ('Assault', 0.18538722), ('Fighting', 0.1280047)]
RoadAccidents065_x264: [('Vandalism', 0.23477574), ('RoadAccidents', 0.22953515), ('Arrest', 0.2105038), ('Explosion', 0.19121009), ('Shooting', 0.18561038), ('Assault', 0.18369552), ('Normal_Videos_', 0.14875168), ('Arson', 0.14413655), ('Abuse', 0.13090277), ('Burglary', 0.12185071), ('Robbery', 0.10761319), ('Shoplifting', 0.09932251), ('Stealing', 0.0893473), ('Fighting', 0.08549864)]
RoadAccidents066_x264: [('RoadAccidents', 0.40870583), ('Arrest', 0.21984565), ('Robbery', 0.20132737), ('Explosion', 0.20067371), ('Assault', 0.1975854), ('Burglary', 0.19309852), ('Normal_Videos_', 0.18698898), ('Vandalism', 0.18666852), ('Fighting', 0.18554145), ('Abuse', 0.17620815), ('Stealing', 0.15355568), ('Shooting', 0.14987044), ('Shoplifting', 0.14946374), ('Arson', 0.14867058)]
RoadAccidents067_x264: [('RoadAccidents', 0.3879641), ('Explosion', 0.19442311), ('Fighting', 0.19126567), ('Assault', 0.18651702), ('Normal_Videos_', 0.17302462), ('Shooting', 0.16348515), ('Arson', 0.16229461), ('Vandalism', 0.15940976), ('Arrest', 0.15477178), ('Stealing', 0.15244633), ('Robbery', 0.15164644), ('Shoplifting', 0.1485726), ('Abuse', 0.13922195), ('Burglary', 0.12824316)]
RoadAccidents068_x264: [('RoadAccidents', 0.3871735), ('Vandalism', 0.2619671), ('Explosion', 0.24461669), ('Arrest', 0.2388967), ('Burglary', 0.23376271), ('Assault', 0.2270903), ('Shoplifting', 0.21679461), ('Abuse', 0.21541777), ('Robbery', 0.21495397), ('Stealing', 0.19705698), ('Fighting', 0.19610082), ('Arson', 0.17465337), ('Shooting', 0.16878074), ('Normal_Videos_', 0.13637356)]
RoadAccidents069_x264: [('RoadAccidents', 0.30223894), ('Explosion', 0.2190971), ('Arrest', 0.15177056), ('Assault', 0.13928232), ('Vandalism', 0.12733452), ('Fighting', 0.10865199), ('Arson', 0.104174465), ('Burglary', 0.093342125), ('Shoplifting', 0.0813698), ('Normal_Videos_', 0.07456764), ('Shooting', 0.06763348), ('Abuse', 0.066102356), ('Robbery', 0.04611766), ('Stealing', 0.03764672)]
RoadAccidents070_x264: [('RoadAccidents', 0.4432333), ('Arrest', 0.22019657), ('Assault', 0.2025021), ('Explosion', 0.19934285), ('Vandalism', 0.19700377), ('Robbery', 0.18981902), ('Shooting', 0.18981215), ('Burglary', 0.17931277), ('Normal_Videos_', 0.16938761), ('Fighting', 0.15317188), ('Stealing', 0.15083411), ('Arson', 0.14686279), ('Abuse', 0.14376578), ('Shoplifting', 0.13942838)]
RoadAccidents071_x264: [('RoadAccidents', 0.32218572), ('Shooting', 0.20482928), ('Vandalism', 0.174674), ('Assault', 0.16108634), ('Explosion', 0.1452232), ('Fighting', 0.1412044), ('Burglary', 0.14107873), ('Stealing', 0.13135399), ('Normal_Videos_', 0.12830982), ('Robbery', 0.12123327), ('Arson', 0.10857046), ('Arrest', 0.104185835), ('Abuse', 0.09733892), ('Shoplifting', 0.09529789)]
RoadAccidents072_x264: [('RoadAccidents', 0.42861864), ('Normal_Videos_', 0.19505848), ('Vandalism', 0.19442552), ('Assault', 0.19232039), ('Shooting', 0.18980075), ('Explosion', 0.18614474), ('Robbery', 0.17141625), ('Arrest', 0.16373843), ('Burglary', 0.16199335), ('Arson', 0.16030234), ('Fighting', 0.14417365), ('Stealing', 0.14208443), ('Shoplifting', 0.120567515), ('Abuse', 0.10995434)]
RoadAccidents073_x264: [('RoadAccidents', 0.5131755), ('Normal_Videos_', 0.23550065), ('Explosion', 0.20867868), ('Assault', 0.20714833), ('Vandalism', 0.20067412), ('Arrest', 0.19303755), ('Arson', 0.18912196), ('Burglary', 0.18564066), ('Shooting', 0.1761483), ('Shoplifting', 0.15665673), ('Robbery', 0.156553), ('Fighting', 0.14394593), ('Abuse', 0.13631451), ('Stealing', 0.13475445)]
RoadAccidents074_x264: [('RoadAccidents', 0.37482107), ('Normal_Videos_', 0.19954503), ('Explosion', 0.19163367), ('Arrest', 0.19099858), ('Vandalism', 0.18788074), ('Assault', 0.18661541), ('Burglary', 0.18448345), ('Robbery', 0.17885906), ('Fighting', 0.17770685), ('Shooting', 0.17139748), ('Stealing', 0.16467671), ('Shoplifting', 0.13453463), ('Abuse', 0.12949085), ('Arson', 0.12106429)]
RoadAccidents075_x264: [('RoadAccidents', 0.3503972), ('Fighting', 0.2392832), ('Assault', 0.22122696), ('Explosion', 0.21204722), ('Vandalism', 0.1963036), ('Arson', 0.17674084), ('Abuse', 0.1409523), ('Robbery', 0.12648782), ('Shoplifting', 0.1042878), ('Shooting', 0.1041828), ('Burglary', 0.10176414), ('Arrest', 0.10033764), ('Stealing', 0.06427503), ('Normal_Videos_', 0.062197823)]
RoadAccidents076_x264: [('RoadAccidents', 0.40011483), ('Burglary', 0.25116), ('Explosion', 0.24917303), ('Vandalism', 0.2484156), ('Stealing', 0.2197151), ('Robbery', 0.21425045), ('Normal_Videos_', 0.21353513), ('Arrest', 0.2093082), ('Arson', 0.20201595), ('Shooting', 0.19392392), ('Abuse', 0.19256675), ('Shoplifting', 0.18684933), ('Assault', 0.1756928), ('Fighting', 0.15201165)]
RoadAccidents077_x264: [('RoadAccidents', 0.37503743), ('Arrest', 0.21337852), ('Burglary', 0.20832247), ('Assault', 0.20624256), ('Shoplifting', 0.20532157), ('Vandalism', 0.1895956), ('Fighting', 0.18650526), ('Stealing', 0.18410805), ('Robbery', 0.16456708), ('Shooting', 0.1583119), ('Explosion', 0.13947971), ('Abuse', 0.13027558), ('Normal_Videos_', 0.1269389), ('Arson', 0.10258803)]
RoadAccidents078_x264: [('RoadAccidents', 0.3510058), ('Stealing', 0.22535595), ('Robbery', 0.21308652), ('Explosion', 0.19019537), ('Burglary', 0.18260178), ('Vandalism', 0.18009195), ('Normal_Videos_', 0.17805596), ('Arrest', 0.17710671), ('Assault', 0.17424507), ('Arson', 0.16339502), ('Shoplifting', 0.16266243), ('Abuse', 0.16022684), ('Fighting', 0.14649418), ('Shooting', 0.1263802)]
RoadAccidents079_x264: [('RoadAccidents', 0.35195327), ('Vandalism', 0.26622933), ('Explosion', 0.253036), ('Assault', 0.22430587), ('Shooting', 0.22066736), ('Abuse', 0.18140069), ('Burglary', 0.17427883), ('Stealing', 0.17057255), ('Arson', 0.16798891), ('Arrest', 0.16577294), ('Robbery', 0.15803018), ('Fighting', 0.1348142), ('Shoplifting', 0.13476117), ('Normal_Videos_', 0.121821694)]
RoadAccidents080_x264: [('RoadAccidents', 0.3947577), ('Explosion', 0.3806004), ('Arson', 0.3465034), ('Burglary', 0.32147887), ('Shoplifting', 0.3097052), ('Vandalism', 0.29515374), ('Shooting', 0.28646636), ('Arrest', 0.25787175), ('Normal_Videos_', 0.2480537), ('Robbery', 0.24044564), ('Fighting', 0.22526152), ('Assault', 0.21814427), ('Stealing', 0.21699509), ('Abuse', 0.1967001)]
RoadAccidents081_x264: [('RoadAccidents', 0.43896538), ('Normal_Videos_', 0.24443084), ('Arson', 0.22398695), ('Explosion', 0.2164658), ('Vandalism', 0.21294361), ('Burglary', 0.21270177), ('Shooting', 0.19620949), ('Arrest', 0.19182122), ('Robbery', 0.16360155), ('Assault', 0.14482188), ('Shoplifting', 0.12843764), ('Abuse', 0.10197509), ('Stealing', 0.094840385), ('Fighting', 0.09072965)]
RoadAccidents082_x264: [('RoadAccidents', 0.3046112), ('Explosion', 0.23610446), ('Fighting', 0.19465888), ('Assault', 0.17141849), ('Vandalism', 0.1697755), ('Shoplifting', 0.15497212), ('Robbery', 0.15311745), ('Arson', 0.14798357), ('Abuse', 0.14602181), ('Shooting', 0.11898291), ('Stealing', 0.10192065), ('Burglary', 0.09295963), ('Normal_Videos_', 0.07925145), ('Arrest', 0.06033296)]
RoadAccidents083_x264: [('RoadAccidents', 0.46868896), ('Explosion', 0.21016242), ('Normal_Videos_', 0.20917761), ('Shooting', 0.19289818), ('Arson', 0.1769169), ('Assault', 0.16225319), ('Burglary', 0.15455373), ('Arrest', 0.154174), ('Fighting', 0.14933853), ('Vandalism', 0.14660749), ('Robbery', 0.13942376), ('Abuse', 0.12527004), ('Shoplifting', 0.11474773), ('Stealing', 0.109133944)]
RoadAccidents084_x264: [('RoadAccidents', 0.45617977), ('Vandalism', 0.26508284), ('Burglary', 0.26175594), ('Explosion', 0.23866902), ('Shooting', 0.21707061), ('Arrest', 0.20918716), ('Robbery', 0.20818415), ('Stealing', 0.20007491), ('Arson', 0.19581844), ('Normal_Videos_', 0.1864447), ('Shoplifting', 0.18486765), ('Assault', 0.16396615), ('Fighting', 0.15855598), ('Abuse', 0.09446981)]
RoadAccidents085_x264: [('RoadAccidents', 0.4871693), ('Vandalism', 0.26768538), ('Assault', 0.26065475), ('Arrest', 0.24716417), ('Explosion', 0.24603286), ('Abuse', 0.23399547), ('Shooting', 0.2104271), ('Robbery', 0.20975068), ('Arson', 0.20554225), ('Burglary', 0.20172662), ('Normal_Videos_', 0.18380862), ('Fighting', 0.17938766), ('Stealing', 0.16548005), ('Shoplifting', 0.15657929)]
RoadAccidents086_x264: [('RoadAccidents', 0.4067828), ('Arrest', 0.20214227), ('Assault', 0.20050205), ('Explosion', 0.19797999), ('Vandalism', 0.17497465), ('Normal_Videos_', 0.14855435), ('Robbery', 0.11907653), ('Shooting', 0.11820788), ('Arson', 0.118148446), ('Abuse', 0.10853815), ('Burglary', 0.10428173), ('Shoplifting', 0.10282469), ('Fighting', 0.099705875), ('Stealing', 0.08755014)]
RoadAccidents087_x264: [('Burglary', 0.32326347), ('RoadAccidents', 0.30069405), ('Vandalism', 0.2930972), ('Explosion', 0.28400126), ('Abuse', 0.27230987), ('Shoplifting', 0.2719757), ('Normal_Videos_', 0.26884174), ('Arson', 0.25455058), ('Assault', 0.24021181), ('Arrest', 0.21735263), ('Robbery', 0.20691395), ('Stealing', 0.19611564), ('Fighting', 0.19080965), ('Shooting', 0.15237641)]
RoadAccidents088_x264: [('RoadAccidents', 0.3879817), ('Vandalism', 0.21235566), ('Explosion', 0.20353751), ('Assault', 0.20065357), ('Arson', 0.19714573), ('Arrest', 0.19328088), ('Robbery', 0.18153802), ('Burglary', 0.17665364), ('Shooting', 0.16556045), ('Shoplifting', 0.15340987), ('Abuse', 0.14821714), ('Stealing', 0.14303969), ('Fighting', 0.13878568), ('Normal_Videos_', 0.109980136)]
RoadAccidents089_x264: [('RoadAccidents', 0.48064613), ('Explosion', 0.2505499), ('Assault', 0.22092223), ('Vandalism', 0.21006253), ('Fighting', 0.1921434), ('Arson', 0.18861431), ('Arrest', 0.18477416), ('Normal_Videos_', 0.16925578), ('Burglary', 0.16723806), ('Shooting', 0.14953145), ('Shoplifting', 0.1281597), ('Abuse', 0.12027383), ('Robbery', 0.114549935), ('Stealing', 0.08226436)]
RoadAccidents090_x264: [('RoadAccidents', 0.40916124), ('Arrest', 0.21767123), ('Explosion', 0.20185778), ('Normal_Videos_', 0.19878061), ('Burglary', 0.19777632), ('Vandalism', 0.19712761), ('Robbery', 0.18702605), ('Arson', 0.18145622), ('Shooting', 0.16020593), ('Assault', 0.15875994), ('Stealing', 0.14176592), ('Abuse', 0.12854649), ('Shoplifting', 0.12255316), ('Fighting', 0.11216463)]
RoadAccidents091_x264: [('RoadAccidents', 0.44475323), ('Arrest', 0.25266692), ('Vandalism', 0.22921208), ('Explosion', 0.22118992), ('Assault', 0.22018257), ('Fighting', 0.19539475), ('Abuse', 0.18925357), ('Burglary', 0.1665622), ('Stealing', 0.16530979), ('Normal_Videos_', 0.16193017), ('Robbery', 0.15997908), ('Arson', 0.15690261), ('Shooting', 0.1551473), ('Shoplifting', 0.15505508)]
RoadAccidents092_x264: [('RoadAccidents', 0.37755337), ('Stealing', 0.23987037), ('Vandalism', 0.23946935), ('Burglary', 0.23736231), ('Assault', 0.23447552), ('Arrest', 0.23025134), ('Robbery', 0.2224682), ('Arson', 0.21686348), ('Shooting', 0.20349997), ('Shoplifting', 0.19682196), ('Fighting', 0.18520512), ('Abuse', 0.18259382), ('Explosion', 0.18121919), ('Normal_Videos_', 0.17254162)]
RoadAccidents093_x264: [('RoadAccidents', 0.43523327), ('Explosion', 0.22823906), ('Arrest', 0.20573613), ('Arson', 0.20015961), ('Normal_Videos_', 0.19984567), ('Stealing', 0.19771558), ('Fighting', 0.1942696), ('Vandalism', 0.18218076), ('Shooting', 0.18166685), ('Burglary', 0.17857452), ('Abuse', 0.16407809), ('Shoplifting', 0.16218185), ('Robbery', 0.1588411), ('Assault', 0.15497062)]
RoadAccidents094_x264: [('RoadAccidents', 0.389993), ('Vandalism', 0.25516903), ('Assault', 0.25163448), ('Arrest', 0.25081027), ('Burglary', 0.24870041), ('Explosion', 0.24108766), ('Normal_Videos_', 0.21506906), ('Abuse', 0.21365398), ('Fighting', 0.21276447), ('Robbery', 0.20239636), ('Shooting', 0.19952759), ('Stealing', 0.19455273), ('Arson', 0.18974769), ('Shoplifting', 0.16534343)]
RoadAccidents095_x264: [('RoadAccidents', 0.40166205), ('Normal_Videos_', 0.25572336), ('Explosion', 0.23982921), ('Abuse', 0.21966018), ('Vandalism', 0.198091), ('Assault', 0.18682219), ('Shooting', 0.17991593), ('Fighting', 0.16264081), ('Shoplifting', 0.14310023), ('Arrest', 0.1408383), ('Stealing', 0.12535106), ('Burglary', 0.12435765), ('Arson', 0.120949194), ('Robbery', 0.120184585)]
RoadAccidents096_x264: [('RoadAccidents', 0.40575865), ('Vandalism', 0.2542937), ('Shooting', 0.23728089), ('Burglary', 0.2206751), ('Assault', 0.21662655), ('Stealing', 0.21070404), ('Robbery', 0.2017484), ('Explosion', 0.1985679), ('Normal_Videos_', 0.18760899), ('Arson', 0.18315764), ('Shoplifting', 0.18133654), ('Fighting', 0.18037507), ('Arrest', 0.17691624), ('Abuse', 0.148119)]
RoadAccidents097_x264: [('RoadAccidents', 0.41360027), ('Burglary', 0.35166), ('Shoplifting', 0.3386624), ('Vandalism', 0.2931562), ('Robbery', 0.28523618), ('Explosion', 0.2628674), ('Normal_Videos_', 0.2455259), ('Stealing', 0.24451658), ('Arson', 0.24000534), ('Assault', 0.23629695), ('Shooting', 0.23029742), ('Arrest', 0.22182809), ('Abuse', 0.21877956), ('Fighting', 0.15280542)]
RoadAccidents098_x264: [('RoadAccidents', 0.42850974), ('Explosion', 0.28529137), ('Vandalism', 0.28440592), ('Arrest', 0.26269773), ('Abuse', 0.26269108), ('Burglary', 0.25263813), ('Assault', 0.24858117), ('Shoplifting', 0.24564704), ('Normal_Videos_', 0.23769125), ('Robbery', 0.22355479), ('Arson', 0.21827474), ('Stealing', 0.20259804), ('Shooting', 0.20190838), ('Fighting', 0.200373)]
RoadAccidents099_x264: [('RoadAccidents', 0.42266628), ('Vandalism', 0.22522247), ('Arrest', 0.21575859), ('Burglary', 0.20549536), ('Assault', 0.20231654), ('Shooting', 0.1928193), ('Robbery', 0.1903598), ('Normal_Videos_', 0.18325868), ('Stealing', 0.16944881), ('Abuse', 0.16767389), ('Explosion', 0.16544783), ('Shoplifting', 0.15643266), ('Fighting', 0.15200126), ('Arson', 0.13642749)]
RoadAccidents100_x264: [('RoadAccidents', 0.401626), ('Assault', 0.24572837), ('Vandalism', 0.2444013), ('Explosion', 0.242476), ('Arrest', 0.23902276), ('Normal_Videos_', 0.22719866), ('Fighting', 0.1901121), ('Burglary', 0.18713208), ('Abuse', 0.17225453), ('Shooting', 0.16103384), ('Robbery', 0.1566042), ('Arson', 0.14369978), ('Shoplifting', 0.14211401), ('Stealing', 0.09824048)]
RoadAccidents101_x264: [('RoadAccidents', 0.38797027), ('Explosion', 0.27569842), ('Shooting', 0.24746273), ('Vandalism', 0.19593376), ('Arson', 0.19111373), ('Arrest', 0.18676698), ('Fighting', 0.17365983), ('Robbery', 0.1533986), ('Burglary', 0.15061635), ('Normal_Videos_', 0.14415307), ('Assault', 0.12635805), ('Stealing', 0.11754134), ('Shoplifting', 0.11489056), ('Abuse', 0.11442084)]
RoadAccidents102_x264: [('RoadAccidents', 0.50294554), ('Arrest', 0.21531457), ('Normal_Videos_', 0.21431258), ('Burglary', 0.20311569), ('Stealing', 0.19125412), ('Arson', 0.17798005), ('Robbery', 0.17331463), ('Vandalism', 0.17062297), ('Explosion', 0.15759392), ('Shooting', 0.14770976), ('Fighting', 0.14690831), ('Shoplifting', 0.14358312), ('Assault', 0.13110593), ('Abuse', 0.09934859)]
RoadAccidents103_x264: [('RoadAccidents', 0.46975675), ('Burglary', 0.27055728), ('Normal_Videos_', 0.2330523), ('Vandalism', 0.23288345), ('Explosion', 0.21852751), ('Robbery', 0.21289487), ('Arson', 0.2124731), ('Shoplifting', 0.20723146), ('Shooting', 0.1980375), ('Assault', 0.19242033), ('Arrest', 0.18441895), ('Stealing', 0.17999871), ('Fighting', 0.16279829), ('Abuse', 0.16075115)]
RoadAccidents104_x264: [('RoadAccidents', 0.4310124), ('Explosion', 0.26443237), ('Vandalism', 0.24769205), ('Burglary', 0.21999745), ('Stealing', 0.21808934), ('Arrest', 0.21214093), ('Normal_Videos_', 0.20570885), ('Shoplifting', 0.20466046), ('Arson', 0.1814785), ('Shooting', 0.18049785), ('Assault', 0.17720391), ('Robbery', 0.17040841), ('Abuse', 0.15050934), ('Fighting', 0.12664768)]
RoadAccidents105_x264: [('RoadAccidents', 0.48369455), ('Shooting', 0.23466319), ('Explosion', 0.22711197), ('Vandalism', 0.21061088), ('Burglary', 0.19910975), ('Arson', 0.19642544), ('Assault', 0.19168365), ('Arrest', 0.18494052), ('Normal_Videos_', 0.17360353), ('Fighting', 0.17125288), ('Robbery', 0.16787592), ('Shoplifting', 0.15787911), ('Stealing', 0.146411), ('Abuse', 0.11270271)]
RoadAccidents106_x264: [('RoadAccidents', 0.52304435), ('Explosion', 0.2683937), ('Burglary', 0.23613033), ('Arson', 0.22520486), ('Normal_Videos_', 0.22290984), ('Vandalism', 0.21670668), ('Robbery', 0.19611691), ('Shoplifting', 0.17298059), ('Arrest', 0.16646954), ('Shooting', 0.16487995), ('Assault', 0.16143729), ('Stealing', 0.15706185), ('Abuse', 0.13201734), ('Fighting', 0.10017663)]
RoadAccidents107_x264: [('RoadAccidents', 0.49954113), ('Explosion', 0.24592096), ('Vandalism', 0.19970253), ('Assault', 0.19433573), ('Burglary', 0.19338158), ('Arson', 0.18865356), ('Arrest', 0.17642948), ('Shooting', 0.16969684), ('Normal_Videos_', 0.16513148), ('Fighting', 0.15848246), ('Shoplifting', 0.14880562), ('Robbery', 0.14566019), ('Abuse', 0.11763842), ('Stealing', 0.10622446)]
RoadAccidents108_x264: [('RoadAccidents', 0.50574875), ('Explosion', 0.2553771), ('Vandalism', 0.24919182), ('Arson', 0.24608575), ('Shoplifting', 0.231982), ('Normal_Videos_', 0.22829857), ('Shooting', 0.22712743), ('Stealing', 0.209509), ('Abuse', 0.20462766), ('Fighting', 0.19922405), ('Robbery', 0.18780693), ('Burglary', 0.18549874), ('Arrest', 0.17906299), ('Assault', 0.16257083)]
Robbery001_x264: [('Robbery', 0.42557263), ('Burglary', 0.38365883), ('Shoplifting', 0.33381224), ('Assault', 0.31707752), ('Vandalism', 0.3117447), ('Stealing', 0.30030677), ('RoadAccidents', 0.28348455), ('Arrest', 0.27458706), ('Normal_Videos_', 0.2566321), ('Fighting', 0.24193676), ('Abuse', 0.23643997), ('Arson', 0.23518628), ('Shooting', 0.23053563), ('Explosion', 0.20588279)]
Robbery002_x264: [('Robbery', 0.30260003), ('Normal_Videos_', 0.28201804), ('Burglary', 0.26425642), ('Stealing', 0.25003344), ('Shoplifting', 0.24536991), ('Shooting', 0.24224573), ('Vandalism', 0.24035946), ('Arrest', 0.22929193), ('Explosion', 0.2064355), ('Abuse', 0.1939826), ('Fighting', 0.18805106), ('RoadAccidents', 0.17961642), ('Assault', 0.17217931), ('Arson', 0.15734237)]
Robbery003_x264: [('Burglary', 0.29352686), ('Shoplifting', 0.28361508), ('Robbery', 0.28218266), ('Arrest', 0.27643868), ('Shooting', 0.27618983), ('Vandalism', 0.27033958), ('Stealing', 0.26200646), ('Assault', 0.24146424), ('Normal_Videos_', 0.21751572), ('Fighting', 0.19722268), ('RoadAccidents', 0.19359154), ('Explosion', 0.18884736), ('Abuse', 0.18457447), ('Arson', 0.17557782)]
Robbery004_x264: [('Robbery', 0.36431992), ('Burglary', 0.35915107), ('Shoplifting', 0.31506726), ('Vandalism', 0.3036864), ('RoadAccidents', 0.3017487), ('Stealing', 0.26325172), ('Arson', 0.2629062), ('Assault', 0.26095766), ('Abuse', 0.2596449), ('Shooting', 0.25276268), ('Explosion', 0.23886298), ('Arrest', 0.23346892), ('Normal_Videos_', 0.22500813), ('Fighting', 0.15612753)]
Robbery005_x264: [('Robbery', 0.3808095), ('Shoplifting', 0.35242185), ('Burglary', 0.33184117), ('Arrest', 0.3085311), ('RoadAccidents', 0.30004346), ('Shooting', 0.2972792), ('Vandalism', 0.26833093), ('Explosion', 0.26092896), ('Stealing', 0.25924808), ('Normal_Videos_', 0.25482285), ('Arson', 0.24681967), ('Assault', 0.24124967), ('Fighting', 0.21156602), ('Abuse', 0.20912968)]
Robbery006_x264: [('Fighting', 0.36156267), ('Shooting', 0.32338208), ('Assault', 0.28715184), ('Robbery', 0.26030195), ('Explosion', 0.25724638), ('Arrest', 0.2511931), ('RoadAccidents', 0.2398965), ('Burglary', 0.23742963), ('Vandalism', 0.22567227), ('Arson', 0.21428676), ('Stealing', 0.20289332), ('Abuse', 0.19533265), ('Shoplifting', 0.18288456), ('Normal_Videos_', 0.17240727)]
Robbery007_x264: [('Robbery', 0.34481296), ('Burglary', 0.30583817), ('Shoplifting', 0.282056), ('Stealing', 0.27512982), ('Shooting', 0.27373305), ('Arrest', 0.26290864), ('Vandalism', 0.25348234), ('Explosion', 0.24427474), ('Normal_Videos_', 0.23819135), ('Assault', 0.20256984), ('Arson', 0.18618299), ('Abuse', 0.16748682), ('Fighting', 0.15842903), ('RoadAccidents', 0.1565321)]
Robbery008_x264: [('Shoplifting', 0.36566654), ('Robbery', 0.36001843), ('Burglary', 0.33883822), ('Vandalism', 0.33401358), ('Fighting', 0.3282697), ('RoadAccidents', 0.31749845), ('Arrest', 0.31692997), ('Stealing', 0.30656666), ('Assault', 0.3055173), ('Abuse', 0.2998852), ('Normal_Videos_', 0.29472494), ('Arson', 0.2783072), ('Explosion', 0.27476013), ('Shooting', 0.26543814)]
