RoadAccidents055: [('Road Accidents', 0.9256828), ('Burglary', 0.9053169), ('Explosion', 0.901189), ('Assault', 0.873768), ('Abuse', 0.8696256), ('Normal Videos', 0.866782), ('Arson', 0.8640655), ('Shooting', 0.8599095), ('Fighting', 0.85452497), ('Arrest', 0.85448164), ('Vandalism', 0.8492813), ('Robbery', 0.842636), ('Stealing', 0.83714885), ('Shoplifting', 0.73998857)]
Arrest025: [('Fighting', 0.9032316), ('Explosion', 0.9003793), ('Abuse', 0.8864308), ('Normal Videos', 0.88284796), ('Shooting', 0.882504), ('Stealing', 0.87950706), ('Assault', 0.87546986), ('Road Accidents', 0.87297094), ('Arrest', 0.8664511), ('Vandalism', 0.8569586), ('Burglary', 0.8541243), ('Robbery', 0.852002), ('Arson', 0.8406481), ('Shoplifting', 0.7946723)]
Arrest043: [('Explosion', 0.92026746), ('Assault', 0.9036825), ('Shooting', 0.9036736), ('Normal Videos', 0.901655), ('Abuse', 0.8967912), ('Fighting', 0.8966588), ('Arrest', 0.8931542), ('Road Accidents', 0.8896266), ('Burglary', 0.8809974), ('Stealing', 0.8771615), ('Arson', 0.83746547), ('Vandalism', 0.83124125), ('Robbery', 0.83000773), ('Shoplifting', 0.74269664)]
Arrest038: [('Explosion', 0.9136386), ('Fighting', 0.8943901), ('Shooting', 0.884903), ('Abuse', 0.88420635), ('Normal Videos', 0.88358164), ('Assault', 0.88332236), ('Road Accidents', 0.8719659), ('Arrest', 0.87146544), ('Stealing', 0.87137014), ('Burglary', 0.85909986), ('Robbery', 0.84000766), ('Vandalism', 0.83112466), ('Arson', 0.82844436), ('Shoplifting', 0.7630744)]
Arrest035: [('Explosion', 0.9166084), ('Fighting', 0.9071907), ('Stealing', 0.9010492), ('Abuse', 0.89972204), ('Shooting', 0.8970272), ('Assault', 0.89668226), ('Normal Videos', 0.8914941), ('Arrest', 0.88754183), ('Burglary', 0.8801831), ('Road Accidents', 0.86713636), ('Robbery', 0.8595339), ('Arson', 0.83873355), ('Vandalism', 0.8288944), ('Shoplifting', 0.771442)]
Arrest008: [('Assault', 0.9461335), ('Explosion', 0.94247323), ('Shooting', 0.9406841), ('Abuse', 0.93951404), ('Fighting', 0.9360337), ('Arrest', 0.93214023), ('Stealing', 0.9282946), ('Normal Videos', 0.9254682), ('Road Accidents', 0.8831152), ('Burglary', 0.8682812), ('Robbery', 0.86404836), ('Arson', 0.8513912), ('Vandalism', 0.8287701), ('Shoplifting', 0.7413617)]
Arrest018: [('Normal Videos', 0.8957662), ('Explosion', 0.88670385), ('Road Accidents', 0.8836785), ('Fighting', 0.8833424), ('Shooting', 0.87964857), ('Abuse', 0.8791555), ('Assault', 0.874805), ('Stealing', 0.8745764), ('Arrest', 0.8703567), ('Robbery', 0.8473834), ('Burglary', 0.84643805), ('Vandalism', 0.83938205), ('Arson', 0.8380281), ('Shoplifting', 0.81814814)]
Arrest015: [('Explosion', 0.9049525), ('Road Accidents', 0.90423), ('Assault', 0.90040743), ('Normal Videos', 0.8994863), ('Shooting', 0.8951991), ('Fighting', 0.8922864), ('Abuse', 0.8910988), ('Arrest', 0.88711095), ('Stealing', 0.8808182), ('Burglary', 0.86878526), ('Robbery', 0.8300427), ('Vandalism', 0.826569), ('Arson', 0.8199254), ('Shoplifting', 0.72255975)]
Arrest019: [('Explosion', 0.8808786), ('Road Accidents', 0.864367), ('Fighting', 0.86225176), ('Normal Videos', 0.8619547), ('Shooting', 0.85962933), ('Assault', 0.8539995), ('Burglary', 0.849846), ('Abuse', 0.84968126), ('Arrest', 0.84772956), ('Stealing', 0.8414211), ('Vandalism', 0.837671), ('Robbery', 0.82218236), ('Arson', 0.8219032), ('Shoplifting', 0.8087505)]
Shooting051: [('Normal Videos', 0.89014006), ('Explosion', 0.88676375), ('Road Accidents', 0.87735325), ('Stealing', 0.8760892), ('Fighting', 0.8729817), ('Shooting', 0.870953), ('Abuse', 0.86519265), ('Assault', 0.863906), ('Arrest', 0.85750556), ('Robbery', 0.8490082), ('Burglary', 0.845797), ('Arson', 0.820503), ('Vandalism', 0.8168154), ('Shoplifting', 0.77699876)]
Shooting034: [('Explosion', 0.8795394), ('Burglary', 0.8734159), ('Road Accidents', 0.85348856), ('Normal Videos', 0.83943653), ('Assault', 0.8386562), ('Fighting', 0.83749545), ('Shooting', 0.8347237), ('Abuse', 0.83442426), ('Arrest', 0.827142), ('Robbery', 0.82354546), ('Vandalism', 0.82287884), ('Stealing', 0.819961), ('Arson', 0.8170308), ('Shoplifting', 0.73308265)]
Shooting039: [('Explosion', 0.8738801), ('Fighting', 0.8549096), ('Burglary', 0.8481227), ('Shooting', 0.8452212), ('Normal Videos', 0.8442061), ('Stealing', 0.84248495), ('Abuse', 0.8419154), ('Arrest', 0.8395039), ('Assault', 0.8393632), ('Road Accidents', 0.8386117), ('Robbery', 0.8254194), ('Arson', 0.8188034), ('Vandalism', 0.8155627), ('Shoplifting', 0.7355573)]
Shooting038: [('Explosion', 0.8872364), ('Road Accidents', 0.88390315), ('Shooting', 0.86989045), ('Assault', 0.8659357), ('Fighting', 0.8633867), ('Normal Videos', 0.85813177), ('Arrest', 0.8565162), ('Abuse', 0.8563127), ('Burglary', 0.847978), ('Stealing', 0.8401953), ('Arson', 0.8278496), ('Vandalism', 0.8206993), ('Robbery', 0.8157127), ('Shoplifting', 0.72704625)]
Shooting013: [('Normal Videos', 0.9017619), ('Explosion', 0.8887143), ('Shooting', 0.87241185), ('Fighting', 0.8686547), ('Assault', 0.8638654), ('Burglary', 0.8599074), ('Abuse', 0.8589449), ('Road Accidents', 0.8528197), ('Arrest', 0.8503072), ('Stealing', 0.8470244), ('Vandalism', 0.8308444), ('Arson', 0.82684594), ('Robbery', 0.80709505), ('Shoplifting', 0.75005907)]
Shooting015: [('Explosion', 0.913249), ('Assault', 0.8940038), ('Shooting', 0.8921046), ('Fighting', 0.8891475), ('Normal Videos', 0.8874258), ('Abuse', 0.883708), ('Arrest', 0.88269365), ('Stealing', 0.87067705), ('Burglary', 0.8681117), ('Road Accidents', 0.86564934), ('Vandalism', 0.83169687), ('Robbery', 0.8297757), ('Arson', 0.8285118), ('Shoplifting', 0.7350198)]
Shooting032: [('Explosion', 0.9234437), ('Fighting', 0.9143885), ('Shooting', 0.90850604), ('Assault', 0.9075184), ('Abuse', 0.903812), ('Arrest', 0.90277773), ('Stealing', 0.89847267), ('Normal Videos', 0.892079), ('Road Accidents', 0.8758645), ('Burglary', 0.8703453), ('Robbery', 0.8402817), ('Vandalism', 0.83565795), ('Arson', 0.83230686), ('Shoplifting', 0.75468016)]
Shooting047: [('Burglary', 0.88364404), ('Explosion', 0.8816253), ('Road Accidents', 0.86380255), ('Fighting', 0.85438395), ('Normal Videos', 0.8500645), ('Assault', 0.84463125), ('Shooting', 0.84411633), ('Abuse', 0.8424102), ('Stealing', 0.84099925), ('Arrest', 0.8364662), ('Vandalism', 0.8359173), ('Robbery', 0.83469313), ('Arson', 0.83310837), ('Shoplifting', 0.7600099)]
Shooting003: [('Road Accidents', 0.8786935), ('Explosion', 0.8724878), ('Abuse', 0.85587907), ('Normal Videos', 0.8496796), ('Assault', 0.84965897), ('Shooting', 0.8490266), ('Fighting', 0.84377027), ('Burglary', 0.8400164), ('Arrest', 0.83627504), ('Vandalism', 0.82863605), ('Stealing', 0.81442934), ('Arson', 0.8133707), ('Robbery', 0.7901023), ('Shoplifting', 0.7313957)]
Shooting054: [('Explosion', 0.93745166), ('Shooting', 0.9330524), ('Assault', 0.930955), ('Arrest', 0.9244498), ('Normal Videos', 0.9225901), ('Abuse', 0.9224251), ('Stealing', 0.92232937), ('Fighting', 0.9217905), ('Road Accidents', 0.8591392), ('Burglary', 0.84192336), ('Robbery', 0.83801425), ('Arson', 0.81650734), ('Vandalism', 0.8062495), ('Shoplifting', 0.73274857)]
Shooting029: [('Explosion', 0.9162549), ('Assault', 0.8994682), ('Shooting', 0.89917773), ('Fighting', 0.8929943), ('Arrest', 0.892441), ('Stealing', 0.8919724), ('Normal Videos', 0.89038885), ('Abuse', 0.8899832), ('Burglary', 0.8846447), ('Road Accidents', 0.872885), ('Arson', 0.84186465), ('Robbery', 0.83436227), ('Vandalism', 0.8264637), ('Shoplifting', 0.7287912)]
Shooting022: [('Explosion', 0.90475893), ('Fighting', 0.89277697), ('Assault', 0.88831794), ('Normal Videos', 0.8874862), ('Abuse', 0.88685703), ('Shooting', 0.88540447), ('Burglary', 0.87997854), ('Arrest', 0.87823004), ('Stealing', 0.8768743), ('Road Accidents', 0.8760026), ('Robbery', 0.84059155), ('Vandalism', 0.8335363), ('Arson', 0.8321277), ('Shoplifting', 0.75793177)]
Shooting042: [('Explosion', 0.91471124), ('Abuse', 0.90235686), ('Fighting', 0.9019645), ('Shooting', 0.9002986), ('Assault', 0.90014714), ('Stealing', 0.8987942), ('Normal Videos', 0.89524615), ('Arrest', 0.890011), ('Burglary', 0.8694358), ('Road Accidents', 0.8636829), ('Robbery', 0.857195), ('Arson', 0.8506743), ('Vandalism', 0.83544666), ('Shoplifting', 0.75482285)]
Shooting024: [('Assault', 0.93927544), ('Abuse', 0.9311911), ('Shooting', 0.9289855), ('Arrest', 0.9282901), ('Explosion', 0.9263291), ('Fighting', 0.92174715), ('Normal Videos', 0.91109645), ('Stealing', 0.9096628), ('Burglary', 0.8681304), ('Road Accidents', 0.8659624), ('Vandalism', 0.8297386), ('Robbery', 0.8230566), ('Arson', 0.81784856), ('Shoplifting', 0.79648226)]
Shooting025: [('Explosion', 0.884356), ('Burglary', 0.8728746), ('Road Accidents', 0.8691682), ('Fighting', 0.849879), ('Normal Videos', 0.8489866), ('Assault', 0.84862983), ('Shooting', 0.8477907), ('Abuse', 0.8459692), ('Arrest', 0.8426107), ('Vandalism', 0.8349626), ('Stealing', 0.8339925), ('Arson', 0.82560146), ('Robbery', 0.8058698), ('Shoplifting', 0.736434)]
Shooting020: [('Explosion', 0.926371), ('Normal Videos', 0.9063995), ('Abuse', 0.90458286), ('Assault', 0.9041713), ('Fighting', 0.9009324), ('Shooting', 0.9006677), ('Burglary', 0.89717543), ('Arrest', 0.8942381), ('Stealing', 0.89193594), ('Road Accidents', 0.88562846), ('Arson', 0.85866666), ('Robbery', 0.84637254), ('Vandalism', 0.84431744), ('Shoplifting', 0.78298396)]
Shooting052: [('Explosion', 0.90851974), ('Assault', 0.89677805), ('Fighting', 0.8936484), ('Normal Videos', 0.8899671), ('Shooting', 0.8898976), ('Abuse', 0.8869911), ('Arrest', 0.8861667), ('Stealing', 0.88341296), ('Burglary', 0.8774625), ('Road Accidents', 0.86928207), ('Arson', 0.8358979), ('Vandalism', 0.8294625), ('Robbery', 0.82646906), ('Shoplifting', 0.7038301)]
Shooting011: [('Assault', 0.9400087), ('Explosion', 0.93590635), ('Shooting', 0.92919695), ('Fighting', 0.9283393), ('Arrest', 0.9258114), ('Abuse', 0.92573124), ('Stealing', 0.9091333), ('Normal Videos', 0.90645176), ('Burglary', 0.87714), ('Road Accidents', 0.8746002), ('Robbery', 0.84690076), ('Arson', 0.8416679), ('Vandalism', 0.824076), ('Shoplifting', 0.75966525)]
Shooting006: [('Explosion', 0.926371), ('Assault', 0.9041713), ('Burglary', 0.90275776), ('Fighting', 0.9009324), ('Shooting', 0.9001185), ('Arrest', 0.8942381), ('Abuse', 0.8938963), ('Normal Videos', 0.89269775), ('Stealing', 0.88754165), ('Road Accidents', 0.8819885), ('Arson', 0.8600179), ('Robbery', 0.84687316), ('Vandalism', 0.84143376), ('Shoplifting', 0.7696158)]
Shooting019: [('Explosion', 0.8936139), ('Road Accidents', 0.8872578), ('Normal Videos', 0.884295), ('Burglary', 0.8768852), ('Shooting', 0.87078846), ('Fighting', 0.8653063), ('Assault', 0.86524856), ('Abuse', 0.86412674), ('Arrest', 0.8551494), ('Stealing', 0.8452882), ('Arson', 0.8419703), ('Vandalism', 0.8411997), ('Robbery', 0.8236139), ('Shoplifting', 0.7290877)]
Shooting005: [('Explosion', 0.9226671), ('Fighting', 0.9130195), ('Abuse', 0.9120992), ('Normal Videos', 0.91085535), ('Shooting', 0.9056417), ('Stealing', 0.90454555), ('Assault', 0.9036697), ('Arrest', 0.8910793), ('Road Accidents', 0.8695682), ('Burglary', 0.85912496), ('Robbery', 0.8545015), ('Arson', 0.8533673), ('Vandalism', 0.8364591), ('Shoplifting', 0.7523809)]
Shooting030: [('Fighting', 0.924358), ('Assault', 0.9217059), ('Explosion', 0.9204466), ('Abuse', 0.91836274), ('Stealing', 0.91628075), ('Shooting', 0.91625524), ('Arrest', 0.9102565), ('Normal Videos', 0.904071), ('Burglary', 0.8839621), ('Road Accidents', 0.8650979), ('Arson', 0.8366514), ('Vandalism', 0.831888), ('Robbery', 0.8259362), ('Shoplifting', 0.7426622)]
Shooting007: [('Explosion', 0.9253108), ('Fighting', 0.91928804), ('Assault', 0.9189799), ('Shooting', 0.9151036), ('Abuse', 0.9124174), ('Arrest', 0.9095283), ('Stealing', 0.90706146), ('Normal Videos', 0.90352035), ('Road Accidents', 0.87069297), ('Burglary', 0.86658615), ('Arson', 0.83700496), ('Vandalism', 0.83667696), ('Robbery', 0.82579744), ('Shoplifting', 0.73601055)]
Shooting026: [('Explosion', 0.8874438), ('Normal Videos', 0.8762296), ('Fighting', 0.87555313), ('Abuse', 0.86993045), ('Shooting', 0.8683928), ('Assault', 0.8585918), ('Stealing', 0.8554121), ('Road Accidents', 0.8537817), ('Burglary', 0.8496057), ('Arrest', 0.84680796), ('Vandalism', 0.83379954), ('Arson', 0.82851356), ('Robbery', 0.82642174), ('Shoplifting', 0.75266176)]
Shooting050: [('Shooting', 0.9378586), ('Fighting', 0.9329791), ('Assault', 0.93119967), ('Abuse', 0.92683595), ('Arrest', 0.9197152), ('Explosion', 0.91912353), ('Stealing', 0.91531175), ('Normal Videos', 0.90763736), ('Road Accidents', 0.8861239), ('Burglary', 0.85373557), ('Robbery', 0.8490314), ('Vandalism', 0.8381467), ('Arson', 0.83726573), ('Shoplifting', 0.81774175)]
Shooting014: [('Explosion', 0.913249), ('Assault', 0.8940038), ('Shooting', 0.8921046), ('Fighting', 0.8891475), ('Burglary', 0.887491), ('Normal Videos', 0.8874258), ('Abuse', 0.883708), ('Arrest', 0.88269365), ('Stealing', 0.87067705), ('Road Accidents', 0.87060297), ('Robbery', 0.83373874), ('Vandalism', 0.83292794), ('Arson', 0.83034235), ('Shoplifting', 0.76802194)]
Shooting046: [('Explosion', 0.94097257), ('Abuse', 0.93423015), ('Assault', 0.92998725), ('Normal Videos', 0.9279232), ('Shooting', 0.9242457), ('Fighting', 0.9237994), ('Arrest', 0.92140853), ('Stealing', 0.9183444), ('Road Accidents', 0.885188), ('Burglary', 0.8487754), ('Arson', 0.84058243), ('Robbery', 0.84003305), ('Vandalism', 0.82942283), ('Shoplifting', 0.7553928)]
Shooting036: [('Explosion', 0.9294611), ('Assault', 0.9237923), ('Shooting', 0.92163014), ('Fighting', 0.916854), ('Abuse', 0.9162992), ('Arrest', 0.90982944), ('Normal Videos', 0.90645176), ('Stealing', 0.90040827), ('Burglary', 0.8755655), ('Road Accidents', 0.8734277), ('Robbery', 0.85218656), ('Arson', 0.8453189), ('Vandalism', 0.84201914), ('Shoplifting', 0.7881584)]
Shooting040: [('Explosion', 0.89665186), ('Fighting', 0.8873683), ('Stealing', 0.8797529), ('Abuse', 0.8761219), ('Normal Videos', 0.8755474), ('Shooting', 0.87514687), ('Assault', 0.87182105), ('Arrest', 0.8669463), ('Road Accidents', 0.852918), ('Burglary', 0.8499592), ('Robbery', 0.84249943), ('Vandalism', 0.8255011), ('Arson', 0.81686676), ('Shoplifting', 0.7623559)]
Shooting001: [('Explosion', 0.8535817), ('Normal Videos', 0.84576005), ('Road Accidents', 0.8314122), ('Fighting', 0.828317), ('Abuse', 0.82284904), ('Burglary', 0.82195795), ('Vandalism', 0.8204458), ('Shooting', 0.8190336), ('Stealing', 0.8185689), ('Assault', 0.807835), ('Arrest', 0.80667263), ('Robbery', 0.79612225), ('Arson', 0.7860393), ('Shoplifting', 0.73627603)]
Shooting043: [('Explosion', 0.9230417), ('Assault', 0.90167546), ('Fighting', 0.90065175), ('Shooting', 0.8982115), ('Abuse', 0.89452076), ('Arrest', 0.8912217), ('Normal Videos', 0.8883774), ('Stealing', 0.88690776), ('Burglary', 0.8690257), ('Road Accidents', 0.8677339), ('Arson', 0.83255184), ('Robbery', 0.8248669), ('Vandalism', 0.81964463), ('Shoplifting', 0.7143934)]
Shooting053: [('Explosion', 0.926371), ('Assault', 0.9041713), ('Fighting', 0.9009324), ('Shooting', 0.9001185), ('Burglary', 0.8981292), ('Arrest', 0.8942381), ('Abuse', 0.8938963), ('Normal Videos', 0.89269775), ('Stealing', 0.88754165), ('Road Accidents', 0.8649752), ('Vandalism', 0.8573357), ('Arson', 0.8400607), ('Robbery', 0.84003484), ('Shoplifting', 0.76011646)]
Shooting018: [('Explosion', 0.9080878), ('Fighting', 0.8925426), ('Shooting', 0.885696), ('Normal Videos', 0.88303363), ('Abuse', 0.88271856), ('Assault', 0.8813669), ('Stealing', 0.88133395), ('Arrest', 0.878163), ('Road Accidents', 0.85567427), ('Burglary', 0.8458706), ('Robbery', 0.84194756), ('Arson', 0.8295902), ('Vandalism', 0.82478744), ('Shoplifting', 0.8069024)]
Shooting044: [('Explosion', 0.8930912), ('Normal Videos', 0.86466944), ('Fighting', 0.86277515), ('Burglary', 0.8606931), ('Assault', 0.8594748), ('Abuse', 0.85677373), ('Shooting', 0.85581386), ('Road Accidents', 0.85258484), ('Arrest', 0.85064304), ('Stealing', 0.8461561), ('Vandalism', 0.8276889), ('Arson', 0.8203199), ('Robbery', 0.80363595), ('Shoplifting', 0.73003906)]
Shooting004: [('Explosion', 0.914607), ('Normal Videos', 0.89815164), ('Abuse', 0.8945722), ('Assault', 0.8944321), ('Shooting', 0.8942462), ('Fighting', 0.8928261), ('Stealing', 0.88914734), ('Arrest', 0.88634515), ('Road Accidents', 0.8768346), ('Burglary', 0.86771727), ('Arson', 0.8518751), ('Robbery', 0.8479781), ('Vandalism', 0.84725666), ('Shoplifting', 0.7541961)]
Shooting012: [('Assault', 0.96149576), ('Abuse', 0.9557112), ('Shooting', 0.95320046), ('Arrest', 0.9516225), ('Fighting', 0.9461955), ('Stealing', 0.9437745), ('Explosion', 0.93732834), ('Normal Videos', 0.9277514), ('Road Accidents', 0.89464885), ('Burglary', 0.85910386), ('Vandalism', 0.8298664), ('Robbery', 0.8205319), ('Arson', 0.82027036), ('Shoplifting', 0.73118347)]
Shooting028: [('Explosion', 0.9424756), ('Stealing', 0.9360734), ('Abuse', 0.9340404), ('Fighting', 0.9321519), ('Assault', 0.92848283), ('Arrest', 0.9225485), ('Shooting', 0.9220542), ('Normal Videos', 0.91556543), ('Burglary', 0.8957076), ('Road Accidents', 0.87275064), ('Robbery', 0.8622748), ('Arson', 0.8455113), ('Vandalism', 0.83259547), ('Shoplifting', 0.75308937)]
Shooting041: [('Explosion', 0.88767815), ('Road Accidents', 0.86248374), ('Burglary', 0.86010915), ('Normal Videos', 0.85563946), ('Fighting', 0.8550458), ('Abuse', 0.8501712), ('Assault', 0.8480947), ('Robbery', 0.8470079), ('Shooting', 0.8443577), ('Arrest', 0.8365822), ('Stealing', 0.83451986), ('Vandalism', 0.83313155), ('Arson', 0.8254103), ('Shoplifting', 0.8184273)]
Shooting023: [('Explosion', 0.8836336), ('Normal Videos', 0.87179244), ('Fighting', 0.8711609), ('Stealing', 0.8676698), ('Shooting', 0.86498064), ('Assault', 0.8633045), ('Abuse', 0.86098474), ('Arrest', 0.8560255), ('Road Accidents', 0.838572), ('Burglary', 0.83569205), ('Robbery', 0.82787144), ('Vandalism', 0.82069963), ('Arson', 0.80907947), ('Shoplifting', 0.7472843)]
Shooting021: [('Explosion', 0.9252218), ('Assault', 0.9240016), ('Shooting', 0.9239117), ('Abuse', 0.9175736), ('Fighting', 0.9165864), ('Arrest', 0.9158218), ('Stealing', 0.91364664), ('Normal Videos', 0.9066949), ('Burglary', 0.8913988), ('Road Accidents', 0.8792445), ('Robbery', 0.8462843), ('Arson', 0.83937526), ('Vandalism', 0.8307009), ('Shoplifting', 0.7243713)]
Shooting009: [('Burglary', 0.8502573), ('Explosion', 0.8390436), ('Normal Videos', 0.83053887), ('Road Accidents', 0.82098424), ('Robbery', 0.8183894), ('Fighting', 0.8153502), ('Stealing', 0.81488895), ('Shooting', 0.8096161), ('Abuse', 0.80889857), ('Vandalism', 0.80397385), ('Assault', 0.80078703), ('Arrest', 0.80037284), ('Arson', 0.7974339), ('Shoplifting', 0.76679975)]
Shooting031: [('Explosion', 0.908063), ('Fighting', 0.8819238), ('Shooting', 0.8741815), ('Normal Videos', 0.87368214), ('Assault', 0.87324846), ('Abuse', 0.87315816), ('Burglary', 0.8714869), ('Stealing', 0.8681281), ('Arrest', 0.8635776), ('Road Accidents', 0.85891896), ('Vandalism', 0.8379488), ('Robbery', 0.8322302), ('Arson', 0.83076483), ('Shoplifting', 0.7631875)]
Shooting048: [('Assault', 0.9476583), ('Fighting', 0.94204366), ('Abuse', 0.93987525), ('Shooting', 0.9381567), ('Explosion', 0.93787193), ('Arrest', 0.9353162), ('Stealing', 0.9301264), ('Normal Videos', 0.90786153), ('Burglary', 0.8852875), ('Road Accidents', 0.88279843), ('Robbery', 0.860516), ('Arson', 0.8538001), ('Vandalism', 0.8405564), ('Shoplifting', 0.7385658)]
Shooting010: [('Assault', 0.94503933), ('Explosion', 0.94196385), ('Abuse', 0.9318845), ('Shooting', 0.93136114), ('Arrest', 0.93120694), ('Fighting', 0.9310106), ('Stealing', 0.92056656), ('Normal Videos', 0.90545154), ('Road Accidents', 0.8667426), ('Burglary', 0.8655515), ('Robbery', 0.8292896), ('Arson', 0.8258118), ('Vandalism', 0.8160572), ('Shoplifting', 0.7224116)]
Shooting037: [('Explosion', 0.88474214), ('Fighting', 0.8634496), ('Road Accidents', 0.859019), ('Normal Videos', 0.855989), ('Abuse', 0.85268927), ('Shooting', 0.84933066), ('Assault', 0.8484841), ('Burglary', 0.84839606), ('Stealing', 0.8474014), ('Arrest', 0.84347993), ('Vandalism', 0.8206626), ('Robbery', 0.816478), ('Arson', 0.80551255), ('Shoplifting', 0.7430676)]
Shooting017: [('Burglary', 0.880272), ('Explosion', 0.8791661), ('Road Accidents', 0.87709415), ('Normal Videos', 0.8686913), ('Shooting', 0.8515606), ('Assault', 0.8497872), ('Abuse', 0.8487625), ('Fighting', 0.8420053), ('Vandalism', 0.84114265), ('Arrest', 0.83940333), ('Arson', 0.83362657), ('Stealing', 0.83002025), ('Robbery', 0.8229047), ('Shoplifting', 0.7633058)]
Shooting008: [('Explosion', 0.84197456), ('Burglary', 0.8246334), ('Normal Videos', 0.8230152), ('Fighting', 0.82265174), ('Road Accidents', 0.81884646), ('Shooting', 0.81648326), ('Stealing', 0.8098142), ('Abuse', 0.8088965), ('Arrest', 0.8076383), ('Assault', 0.80321467), ('Robbery', 0.79958713), ('Arson', 0.7981217), ('Vandalism', 0.79182065), ('Shoplifting', 0.744678)]
Shooting027: [('Explosion', 0.88094985), ('Burglary', 0.86307347), ('Normal Videos', 0.8620909), ('Road Accidents', 0.8548666), ('Shooting', 0.853563), ('Fighting', 0.850708), ('Assault', 0.8506927), ('Abuse', 0.84487665), ('Arrest', 0.8420685), ('Stealing', 0.8289505), ('Vandalism', 0.8218565), ('Arson', 0.8126507), ('Robbery', 0.80513346), ('Shoplifting', 0.70334697)]
