RoadAccidents055: [('Road Accidents', 0.07695595175027847), ('Vandalism', 0.07571670413017273), ('Burglary', 0.07565369457006454), ('Explosion', 0.07453817874193192), ('Normal Videos', 0.07420826703310013), ('Shooting', 0.07357527315616608), ('Arson', 0.07259051501750946), ('Assault', 0.07252202928066254), ('Fighting', 0.07233685255050659), ('Arrest', 0.07230823487043381), ('Abuse', 0.07222224771976471), ('Robbery', 0.07170618325471878), ('Stealing', 0.07137943804264069), ('Shoplifting', 0.06861807405948639)]
Abuse037: [('Explosion', 0.07588675618171692), ('Assault', 0.07567892223596573), ('Road Accidents', 0.07496079057455063), ('Abuse', 0.0748482272028923), ('Fighting', 0.07482597976922989), ('Arrest', 0.07476866245269775), ('Shooting', 0.07469797879457474), ('Burglary', 0.07437986135482788), ('Robbery', 0.07412716001272202), ('Vandalism', 0.07403843104839325), ('Stealing', 0.07402695715427399), ('Shoplifting', 0.07381938397884369), ('Normal Videos', 0.07333415001630783), ('Arson', 0.07141217589378357)]
Abuse024: [('Burglary', 0.07784714549779892), ('Vandalism', 0.07534679025411606), ('Explosion', 0.07486044615507126), ('Normal Videos', 0.07444174587726593), ('Road Accidents', 0.07424785196781158), ('Shoplifting', 0.0734482854604721), ('Robbery', 0.07288744300603867), ('Fighting', 0.07269967347383499), ('Arson', 0.07236381620168686), ('Shooting', 0.07213849574327469), ('Assault', 0.0718553438782692), ('Abuse', 0.07174918800592422), ('Stealing', 0.07119464874267578), ('Arrest', 0.07118158042430878)]
Abuse023: [('Burglary', 0.07637737691402435), ('Explosion', 0.07572662830352783), ('Assault', 0.07540542632341385), ('Shooting', 0.0750155970454216), ('Vandalism', 0.07477834820747375), ('Fighting', 0.07467814534902573), ('Abuse', 0.07459457218647003), ('Arrest', 0.07434267550706863), ('Road Accidents', 0.0740654245018959), ('Normal Videos', 0.07400762289762497), ('Robbery', 0.07400255650281906), ('Stealing', 0.07350461930036545), ('Arson', 0.07316834479570389), ('Shoplifting', 0.07217386364936829)]
Abuse021: [('Burglary', 0.07807401567697525), ('Vandalism', 0.07671109586954117), ('Normal Videos', 0.0752016082406044), ('Explosion', 0.07496977597475052), ('Road Accidents', 0.07492519915103912), ('Shoplifting', 0.07473824173212051), ('Shooting', 0.07419256865978241), ('Abuse', 0.07409992069005966), ('Robbery', 0.07376163452863693), ('Fighting', 0.07370435446500778), ('Assault', 0.0736103504896164), ('Arrest', 0.07301462441682816), ('Stealing', 0.07291200757026672), ('Arson', 0.07222843915224075)]
Abuse036: [('Vandalism', 0.07678090780973434), ('Burglary', 0.07654642313718796), ('Shoplifting', 0.07575003057718277), ('Explosion', 0.07557935267686844), ('Road Accidents', 0.07534836232662201), ('Robbery', 0.07493848353624344), ('Normal Videos', 0.07411952316761017), ('Stealing', 0.0734429806470871), ('Fighting', 0.07326743751764297), ('Abuse', 0.07323744893074036), ('Shooting', 0.07316891849040985), ('Arson', 0.0729808509349823), ('Assault', 0.0726597011089325), ('Arrest', 0.07209412008523941)]
Abuse012: [('Burglary', 0.07504624128341675), ('Explosion', 0.07497996091842651), ('Vandalism', 0.07469592243432999), ('Normal Videos', 0.07455678284168243), ('Road Accidents', 0.07397212833166122), ('Shoplifting', 0.073860302567482), ('Assault', 0.07370594888925552), ('Abuse', 0.07357900589704514), ('Shooting', 0.07348911464214325), ('Fighting', 0.07334651052951813), ('Robbery', 0.07293568551540375), ('Arrest', 0.07269282639026642), ('Stealing', 0.07220302522182465), ('Arson', 0.07217692583799362)]
Abuse034: [('Vandalism', 0.07800649106502533), ('Road Accidents', 0.07728584110736847), ('Burglary', 0.07571261376142502), ('Normal Videos', 0.07513535022735596), ('Shooting', 0.0742429718375206), ('Explosion', 0.0740380510687828), ('Fighting', 0.07402703911066055), ('Abuse', 0.07393917441368103), ('Assault', 0.07353294640779495), ('Stealing', 0.07318292558193207), ('Shoplifting', 0.07301826030015945), ('Arrest', 0.07280939072370529), ('Robbery', 0.07235930860042572), ('Arson', 0.07143299281597137)]
Abuse032: [('Vandalism', 0.07893162965774536), ('Shoplifting', 0.07837983220815659), ('Burglary', 0.07608703523874283), ('Road Accidents', 0.07549107074737549), ('Assault', 0.07535814493894577), ('Abuse', 0.07533443719148636), ('Normal Videos', 0.07526437938213348), ('Shooting', 0.07512889057397842), ('Explosion', 0.07511024922132492), ('Fighting', 0.07443545013666153), ('Stealing', 0.07411647588014603), ('Arrest', 0.0740540400147438), ('Robbery', 0.07399151474237442), ('Arson', 0.07261526584625244)]
Abuse031: [('Shoplifting', 0.07743848860263824), ('Burglary', 0.07603640854358673), ('Vandalism', 0.07578948140144348), ('Road Accidents', 0.07507932186126709), ('Robbery', 0.07478233426809311), ('Explosion', 0.07462607324123383), ('Normal Videos', 0.07437799870967865), ('Fighting', 0.07402511686086655), ('Stealing', 0.0733349472284317), ('Shooting', 0.07327257096767426), ('Abuse', 0.07318730652332306), ('Assault', 0.07299139350652695), ('Arrest', 0.0725584626197815), ('Arson', 0.07184894382953644)]
Abuse033: [('Vandalism', 0.0780806839466095), ('Shoplifting', 0.0778350755572319), ('Burglary', 0.07727561891078949), ('Road Accidents', 0.07563646882772446), ('Explosion', 0.07530798017978668), ('Fighting', 0.07509736716747284), ('Assault', 0.07504568994045258), ('Abuse', 0.07471109181642532), ('Shooting', 0.0745265781879425), ('Normal Videos', 0.07438291609287262), ('Arrest', 0.07406018674373627), ('Stealing', 0.07401356846094131), ('Robbery', 0.07398949563503265), ('Arson', 0.07287624478340149)]
Abuse041: [('Road Accidents', 0.07496079057455063), ('Vandalism', 0.07479774951934814), ('Burglary', 0.07449189573526382), ('Explosion', 0.07431413233280182), ('Normal Videos', 0.07418633252382278), ('Robbery', 0.0738542377948761), ('Shooting', 0.07316891849040985), ('Fighting', 0.072829969227314), ('Abuse', 0.07272394746541977), ('Stealing', 0.07236871868371964), ('Assault', 0.07217370718717575), ('Shoplifting', 0.07215379178524017), ('Arrest', 0.0716402530670166), ('Arson', 0.07158898562192917)]
Abuse007: [('Explosion', 0.07536047697067261), ('Burglary', 0.07519370317459106), ('Road Accidents', 0.07496079057455063), ('Vandalism', 0.07450944930315018), ('Fighting', 0.07418558746576309), ('Assault', 0.07382766902446747), ('Normal Videos', 0.07382418215274811), ('Abuse', 0.07366261631250381), ('Shooting', 0.07349555939435959), ('Arrest', 0.07305847853422165), ('Stealing', 0.07300689071416855), ('Robbery', 0.07177171111106873), ('Arson', 0.07062957435846329), ('Shoplifting', 0.06841538846492767)]
Abuse029: [('Burglary', 0.07482084631919861), ('Explosion', 0.07447812706232071), ('Road Accidents', 0.07300811260938644), ('Normal Videos', 0.07291924208402634), ('Vandalism', 0.07284104824066162), ('Robbery', 0.07219759374856949), ('Stealing', 0.07202950865030289), ('Abuse', 0.07159052789211273), ('Fighting', 0.07155494391918182), ('Assault', 0.0715109184384346), ('Shooting', 0.07136327028274536), ('Arrest', 0.07116237282752991), ('Arson', 0.07069677114486694), ('Shoplifting', 0.06869722902774811)]
Abuse013: [('Burglary', 0.07599042356014252), ('Vandalism', 0.07551077753305435), ('Explosion', 0.07432170957326889), ('Road Accidents', 0.07412707805633545), ('Normal Videos', 0.07374265789985657), ('Fighting', 0.07246751338243484), ('Robbery', 0.07211937755346298), ('Arson', 0.07209303230047226), ('Abuse', 0.0720723420381546), ('Shooting', 0.07179788500070572), ('Stealing', 0.07176452875137329), ('Assault', 0.07099833339452744), ('Arrest', 0.07091585546731949), ('Shoplifting', 0.07052500545978546)]
Abuse046: [('Explosion', 0.07456480711698532), ('Vandalism', 0.0742824524641037), ('Burglary', 0.07404351234436035), ('Shooting', 0.07390406727790833), ('Normal Videos', 0.07387856394052505), ('Fighting', 0.0737970694899559), ('Road Accidents', 0.07374601811170578), ('Abuse', 0.07356925308704376), ('Assault', 0.07339762896299362), ('Stealing', 0.07324784249067307), ('Arrest', 0.07277408987283707), ('Robbery', 0.07168342173099518), ('Arson', 0.0710015594959259), ('Shoplifting', 0.0691157802939415)]
Abuse048: [('Vandalism', 0.07763773202896118), ('Burglary', 0.07753892987966537), ('Shoplifting', 0.07528404146432877), ('Normal Videos', 0.07514229416847229), ('Explosion', 0.0750659927725792), ('Road Accidents', 0.0750502422451973), ('Robbery', 0.07500267773866653), ('Shooting', 0.0741734653711319), ('Abuse', 0.07409456372261047), ('Assault', 0.07390239834785461), ('Fighting', 0.07369720190763474), ('Arrest', 0.07346326112747192), ('Arson', 0.07341045886278152), ('Stealing', 0.07268255203962326)]
Abuse040: [('Vandalism', 0.07684545964002609), ('Shoplifting', 0.076625756919384), ('Burglary', 0.07606666535139084), ('Normal Videos', 0.07590136677026749), ('Road Accidents', 0.07496079057455063), ('Shooting', 0.07436433434486389), ('Explosion', 0.07430964708328247), ('Robbery', 0.07423386722803116), ('Abuse', 0.07353846728801727), ('Assault', 0.07351953536272049), ('Arrest', 0.07308319956064224), ('Fighting', 0.07296227663755417), ('Stealing', 0.07204322516918182), ('Arson', 0.07199253886938095)]
Abuse042: [('Shoplifting', 0.08142071962356567), ('Burglary', 0.0796475037932396), ('Vandalism', 0.07763511687517166), ('Robbery', 0.07692506164312363), ('Road Accidents', 0.0754261314868927), ('Arson', 0.07508853077888489), ('Normal Videos', 0.07502392679452896), ('Explosion', 0.07499564439058304), ('Shooting', 0.07497576624155045), ('Assault', 0.07486023008823395), ('Stealing', 0.0748278796672821), ('Abuse', 0.0747687816619873), ('Fighting', 0.07465626299381256), ('Arrest', 0.07392670214176178)]
Abuse004: [('Vandalism', 0.07850022614002228), ('Shoplifting', 0.07721211016178131), ('Burglary', 0.07674790918827057), ('Explosion', 0.0753464475274086), ('Robbery', 0.07529889792203903), ('Road Accidents', 0.0752330869436264), ('Normal Videos', 0.0749489814043045), ('Fighting', 0.07448253035545349), ('Shooting', 0.07445115596055984), ('Assault', 0.07443762570619583), ('Abuse', 0.07380279898643494), ('Arrest', 0.07372214645147324), ('Stealing', 0.07333618402481079), ('Arson', 0.07301544398069382)]
Abuse026: [('Vandalism', 0.07718972116708755), ('Burglary', 0.07544144988059998), ('Fighting', 0.07511907070875168), ('Robbery', 0.07435283064842224), ('Explosion', 0.07428192347288132), ('Abuse', 0.07418932020664215), ('Assault', 0.07411053776741028), ('Shoplifting', 0.07409646362066269), ('Shooting', 0.07392000406980515), ('Road Accidents', 0.0738496407866478), ('Normal Videos', 0.07363789528608322), ('Arrest', 0.07335461676120758), ('Stealing', 0.07303888350725174), ('Arson', 0.07165973633527756)]
Abuse025: [('Burglary', 0.07632874697446823), ('Explosion', 0.07471875846385956), ('Road Accidents', 0.07468275725841522), ('Vandalism', 0.07420311868190765), ('Normal Videos', 0.07398702949285507), ('Abuse', 0.07344309985637665), ('Robbery', 0.07335016876459122), ('Assault', 0.07312653213739395), ('Shooting', 0.07299266755580902), ('Fighting', 0.07294218987226486), ('Arson', 0.0729081854224205), ('Shoplifting', 0.07246039807796478), ('Arrest', 0.07204010337591171), ('Stealing', 0.07156680524349213)]
Abuse028: [('Burglary', 0.07671797275543213), ('Vandalism', 0.07549906522035599), ('Explosion', 0.0749526172876358), ('Road Accidents', 0.07479743659496307), ('Normal Videos', 0.07371995598077774), ('Robbery', 0.07343128323554993), ('Fighting', 0.0727957934141159), ('Stealing', 0.07273736596107483), ('Abuse', 0.07234369218349457), ('Assault', 0.072178415954113), ('Shooting', 0.07212802022695541), ('Shoplifting', 0.0718337744474411), ('Arson', 0.07181625068187714), ('Arrest', 0.0717388316988945)]
Abuse020: [('Assault', 0.0767795741558075), ('Explosion', 0.07673074305057526), ('Abuse', 0.07626914978027344), ('Shooting', 0.07588214427232742), ('Fighting', 0.07574209570884705), ('Arrest', 0.07562272995710373), ('Burglary', 0.07512560486793518), ('Normal Videos', 0.07492601126432419), ('Stealing', 0.07484126091003418), ('Vandalism', 0.07446690648794174), ('Robbery', 0.07419765740633011), ('Road Accidents', 0.07412972301244736), ('Shoplifting', 0.07353747636079788), ('Arson', 0.07194136828184128)]
Abuse038: [('Explosion', 0.07527225464582443), ('Road Accidents', 0.07514131814241409), ('Fighting', 0.07475430518388748), ('Burglary', 0.0747540295124054), ('Assault', 0.07454097270965576), ('Vandalism', 0.07448285818099976), ('Normal Videos', 0.07441660016775131), ('Abuse', 0.07428286224603653), ('Stealing', 0.0738825723528862), ('Shooting', 0.07382495701313019), ('Arrest', 0.07350960373878479), ('Robbery', 0.07283519953489304), ('Arson', 0.0711512565612793), ('Shoplifting', 0.06999267637729645)]
Abuse019: [('Vandalism', 0.07834619283676147), ('Shoplifting', 0.07624513655900955), ('Burglary', 0.07549802213907242), ('Explosion', 0.07530798017978668), ('Fighting', 0.07509736716747284), ('Assault', 0.07504568994045258), ('Normal Videos', 0.07498764991760254), ('Abuse', 0.0747789517045021), ('Stealing', 0.07473701238632202), ('Road Accidents', 0.07460148632526398), ('Shooting', 0.07454977184534073), ('Robbery', 0.0745294988155365), ('Arrest', 0.07429667562246323), ('Arson', 0.07197634130716324)]
Abuse015: [('Vandalism', 0.07714086025953293), ('Normal Videos', 0.0769728571176529), ('Assault', 0.07671574503183365), ('Burglary', 0.0766664519906044), ('Shooting', 0.07628718763589859), ('Abuse', 0.07627485692501068), ('Arrest', 0.0758122056722641), ('Fighting', 0.07579302042722702), ('Explosion', 0.07568316906690598), ('Stealing', 0.07537862658500671), ('Road Accidents', 0.07511498034000397), ('Shoplifting', 0.07452282309532166), ('Robbery', 0.07450857013463974), ('Arson', 0.07294483482837677)]
Abuse027: [('Vandalism', 0.07684545964002609), ('Burglary', 0.07678461074829102), ('Shoplifting', 0.076625756919384), ('Explosion', 0.07486649602651596), ('Robbery', 0.07453686743974686), ('Normal Videos', 0.07448861002922058), ('Road Accidents', 0.07428054511547089), ('Abuse', 0.0739545002579689), ('Stealing', 0.07381421327590942), ('Shooting', 0.07380260527133942), ('Fighting', 0.07362823188304901), ('Assault', 0.0736025720834732), ('Arson', 0.07319226861000061), ('Arrest', 0.0729912519454956)]
Abuse044: [('Vandalism', 0.07600755244493484), ('Shoplifting', 0.07561256736516953), ('Burglary', 0.07546741515398026), ('Explosion', 0.07504045963287354), ('Road Accidents', 0.0747661218047142), ('Normal Videos', 0.07467296719551086), ('Robbery', 0.07445035874843597), ('Assault', 0.0738910660147667), ('Fighting', 0.07384482771158218), ('Stealing', 0.07375939935445786), ('Abuse', 0.07371141761541367), ('Shooting', 0.0736391618847847), ('Arrest', 0.07334325462579727), ('Arson', 0.07230746001005173)]
Abuse030: [('Burglary', 0.07633577287197113), ('Explosion', 0.07549053430557251), ('Vandalism', 0.07512378692626953), ('Road Accidents', 0.07479743659496307), ('Assault', 0.07398278266191483), ('Fighting', 0.07386405766010284), ('Abuse', 0.07382291555404663), ('Shooting', 0.07375644147396088), ('Normal Videos', 0.07371995598077774), ('Stealing', 0.07359283417463303), ('Arrest', 0.07338690012693405), ('Arson', 0.07106231153011322), ('Robbery', 0.07101468741893768), ('Shoplifting', 0.06808095425367355)]
Abuse005: [('Vandalism', 0.0757080465555191), ('Burglary', 0.07441596686840057), ('Robbery', 0.07428766041994095), ('Explosion', 0.07403144985437393), ('Road Accidents', 0.07397110015153885), ('Shoplifting', 0.07361416518688202), ('Normal Videos', 0.07349341362714767), ('Shooting', 0.07249781489372253), ('Fighting', 0.07241002470254898), ('Abuse', 0.0722125843167305), ('Stealing', 0.07196715474128723), ('Assault', 0.07189250737428665), ('Arson', 0.07187942415475845), ('Arrest', 0.07168649882078171)]
Abuse022: [('Vandalism', 0.07831789553165436), ('Burglary', 0.07692988961935043), ('Road Accidents', 0.07630737870931625), ('Explosion', 0.075605109333992), ('Fighting', 0.07418558746576309), ('Assault', 0.07382766902446747), ('Normal Videos', 0.0737767145037651), ('Abuse', 0.07366261631250381), ('Shooting', 0.07349555939435959), ('Arrest', 0.07305847853422165), ('Stealing', 0.07300689071416855), ('Arson', 0.0721694752573967), ('Shoplifting', 0.07134994119405746), ('Robbery', 0.07110545784235)]
Abuse010: [('Vandalism', 0.0761941596865654), ('Shoplifting', 0.0751008540391922), ('Road Accidents', 0.07505383342504501), ('Burglary', 0.0748848095536232), ('Shooting', 0.07442215830087662), ('Explosion', 0.0741359293460846), ('Fighting', 0.0739101767539978), ('Normal Videos', 0.07378750294446945), ('Robbery', 0.0735773965716362), ('Abuse', 0.07314752787351608), ('Stealing', 0.0730871707201004), ('Assault', 0.07289161533117294), ('Arrest', 0.07271051406860352), ('Arson', 0.07215652614831924)]
Abuse035: [('Vandalism', 0.07549870759248734), ('Burglary', 0.07530364394187927), ('Normal Videos', 0.07434450089931488), ('Explosion', 0.07423676550388336), ('Road Accidents', 0.07402234524488449), ('Robbery', 0.07369458675384521), ('Shooting', 0.07365238666534424), ('Fighting', 0.07352229207754135), ('Arson', 0.07350581139326096), ('Abuse', 0.0733494684100151), ('Assault', 0.07334131747484207), ('Stealing', 0.07272015511989594), ('Shoplifting', 0.07235413789749146), ('Arrest', 0.0722241997718811)]
Abuse009: [('Burglary', 0.0762358084321022), ('Explosion', 0.07533898949623108), ('Road Accidents', 0.0749678984284401), ('Vandalism', 0.07474911957979202), ('Normal Videos', 0.07454172521829605), ('Fighting', 0.07436934858560562), ('Shooting', 0.07415922731161118), ('Stealing', 0.0738825723528862), ('Abuse', 0.07359064370393753), ('Assault', 0.0733899176120758), ('Arrest', 0.07284622639417648), ('Arson', 0.07165906578302383), ('Robbery', 0.07107864320278168), ('Shoplifting', 0.06912939250469208)]
Abuse018: [('Burglary', 0.07691136002540588), ('Vandalism', 0.07604499906301498), ('Explosion', 0.07507601380348206), ('Shoplifting', 0.07495661824941635), ('Road Accidents', 0.07456096261739731), ('Robbery', 0.07348618656396866), ('Normal Videos', 0.0728205069899559), ('Arson', 0.07266967743635178), ('Fighting', 0.07233622670173645), ('Shooting', 0.07211697101593018), ('Abuse', 0.0717494785785675), ('Assault', 0.0715547651052475), ('Arrest', 0.07151617854833603), ('Stealing', 0.07131470739841461)]
