RoadAccidents055_x264: [('Accident, accident ', 0.32139182), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3197269), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29305834), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.26482812), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.257609), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.2534225), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.21510439), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.21475267), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21243846), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.20599487), ('Assault,attack, physical attack, aggression,violence, strike', 0.20560116), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.20433208), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.19698219), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.19336402)]
Fighting050_x264: [('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.2753427), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.24538389), ('Assault,attack, physical attack, aggression,violence, strike', 0.2439315), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.22209297), ('Accident, accident ', 0.21971345), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.21321367), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.21181473), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.21148446), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.20970482), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.20640257), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.17660436), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.16342305), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.15823363), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.13401258)]
Fighting028_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.34444422), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3157755), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.3114326), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.29422906), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.27955598), ('Assault,attack, physical attack, aggression,violence, strike', 0.27163762), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.26912028), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.25893587), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.20963737), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.19505686), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.17441069), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.1273199), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.12640257), ('Accident, accident ', 0.11599967)]
Fighting044_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.4146506), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.36716348), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3480575), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.34441328), ('Assault,attack, physical attack, aggression,violence, strike', 0.3263966), ('Accident, accident ', 0.30729696), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.30583274), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.3043457), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.28308344), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.21663988), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.215846), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.20489405), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.1832675), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.17358637)]
Fighting037_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.4020344), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.379728), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3773208), ('Accident, accident ', 0.35938072), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.34583357), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3243407), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.29266566), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.22428268), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.20285729), ('Assault,attack, physical attack, aggression,violence, strike', 0.19180547), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.16294709), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.12815595), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.11272931), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.08568972)]
Fighting003_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.27280036), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.24708804), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.20905152), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.20720734), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.20146134), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.18810403), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.18142097), ('Accident, accident ', 0.18073598), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.16988036), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.16668615), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.16234787), ('Assault,attack, physical attack, aggression,violence, strike', 0.15648615), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.14158645), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.1014498)]
Fighting006_x264: [('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.3969692), ('Accident, accident ', 0.38045567), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3696851), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.3541115), ('Assault,attack, physical attack, aggression,violence, strike', 0.33516425), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.30012223), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.29595554), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.27744064), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2749721), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.25405574), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.25402808), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.24878024), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.23599845), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.18777697)]
Fighting041_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.4519355), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.41135305), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.40129906), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.39111423), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.31070858), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.24944147), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.24139482), ('Accident, accident ', 0.18700825), ('Assault,attack, physical attack, aggression,violence, strike', 0.1809434), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.15029235), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.13309485), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.11537651), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.10572824), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.0713383)]
Fighting026_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.33795762), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.30458146), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.24312395), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2425339), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.24198031), ('Assault,attack, physical attack, aggression,violence, strike', 0.24118197), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.23777202), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.23486885), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2338629), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.2320787), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.2318689), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.22734207), ('Accident, accident ', 0.22348881), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.19016585)]
Fighting027_x264: [('Accident, accident ', 0.40809578), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.35241845), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.3445151), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.3442188), ('Assault,attack, physical attack, aggression,violence, strike', 0.317365), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.31054512), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.3104578), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.29891112), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.28947914), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.28725427), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.2703389), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.2682171), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.23014405), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.22984439)]
Fighting018_x264: [('Assault,attack, physical attack, aggression,violence, strike', 0.3723256), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.36312306), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3341061), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.30555308), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.28082275), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.2734096), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.2674194), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.26014408), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.22929719), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.21767378), ('Accident, accident ', 0.21117318), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.20385674), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.19258657), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.18637472)]
Stealing084_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.41459885), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.38661104), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.3827802), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.35667312), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.32873636), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3108133), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.26336968), ('Assault,attack, physical attack, aggression,violence, strike', 0.23150972), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.22752449), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21928293), ('Accident, accident ', 0.2160442), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.17750311), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.16094756), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.1309244)]
