RoadAccidents055_x264: [('Road Accidents', 0.07655795), ('Vandalism', 0.07618109), ('Burglary', 0.07535075), ('Normal Videos', 0.07352999), ('Arson', 0.072182134), ('Explosion', 0.071565166), ('Robbery', 0.07052415), ('Shooting', 0.07033746), ('Abuse', 0.069441), ('Fighting', 0.069360316), ('Shoplifting', 0.0691673), ('Assault', 0.06883312), ('Arrest', 0.0687745), ('Stealing', 0.06819511)]
Shooting023_x264: [('Vandalism', 0.081511356), ('Burglary', 0.08004357), ('Road Accidents', 0.07669943), ('Shoplifting', 0.07657681), ('Arson', 0.07392641), ('Robbery', 0.07336584), ('Normal Videos', 0.07259397), ('Explosion', 0.069631025), ('Shooting', 0.066614114), ('Fighting', 0.0664693), ('Stealing', 0.06607014), ('Abuse', 0.065936856), ('Arrest', 0.0657144), ('Assault', 0.0648468)]
Shooting021_x264: [('Burglary', 0.07812815), ('Vandalism', 0.077329434), ('Road Accidents', 0.07725287), ('Shoplifting', 0.07439252), ('Arson', 0.07353226), ('Normal Videos', 0.07303441), ('Robbery', 0.07185014), ('Explosion', 0.06992711), ('Shooting', 0.06912429), ('Fighting', 0.068118304), ('Abuse', 0.06742969), ('Arrest', 0.06680146), ('Stealing', 0.06666236), ('Assault', 0.06641702)]
Shooting009_x264: [('Burglary', 0.080694325), ('Vandalism', 0.080249265), ('Road Accidents', 0.07916846), ('Shoplifting', 0.07840898), ('Arson', 0.075523995), ('Robbery', 0.07264285), ('Normal Videos', 0.07199249), ('Explosion', 0.069411), ('Fighting', 0.066556744), ('Shooting', 0.0661794), ('Abuse', 0.0656882), ('Arrest', 0.06474588), ('Stealing', 0.0645368), ('Assault', 0.06420162)]
Shooting031_x264: [('Road Accidents', 0.076704755), ('Burglary', 0.07651839), ('Vandalism', 0.07603356), ('Normal Videos', 0.07428015), ('Shoplifting', 0.07279323), ('Arson', 0.07261761), ('Robbery', 0.0717645), ('Explosion', 0.070641), ('Shooting', 0.06931464), ('Fighting', 0.06910235), ('Abuse', 0.06801614), ('Arrest', 0.06758145), ('Stealing', 0.06750003), ('Assault', 0.067132235)]
Shooting048_x264: [('Burglary', 0.07708949), ('Road Accidents', 0.07680809), ('Vandalism', 0.074717544), ('Normal Videos', 0.073133394), ('Arson', 0.07293775), ('Shoplifting', 0.0719873), ('Robbery', 0.07198171), ('Explosion', 0.07106906), ('Shooting', 0.069453895), ('Fighting', 0.069438525), ('Abuse', 0.068324454), ('Stealing', 0.06776211), ('Arrest', 0.067681864), ('Assault', 0.067614816)]
Shooting010_x264: [('Vandalism', 0.07792099), ('Burglary', 0.07740387), ('Road Accidents', 0.07738908), ('Arson', 0.07448926), ('Shoplifting', 0.07392631), ('Normal Videos', 0.07249993), ('Robbery', 0.07117532), ('Explosion', 0.07025355), ('Fighting', 0.06860123), ('Shooting', 0.06824513), ('Abuse', 0.06793536), ('Arrest', 0.066891275), ('Assault', 0.066678286), ('Stealing', 0.06659052)]
Shooting037_x264: [('Vandalism', 0.07864315), ('Burglary', 0.07832488), ('Road Accidents', 0.07686108), ('Shoplifting', 0.07388368), ('Arson', 0.07334602), ('Robbery', 0.07240913), ('Normal Videos', 0.07233968), ('Explosion', 0.0709493), ('Fighting', 0.06841805), ('Abuse', 0.067688435), ('Shooting', 0.06752042), ('Stealing', 0.067109615), ('Arrest', 0.06643361), ('Assault', 0.066073015)]
Shooting017_x264: [('Vandalism', 0.080650225), ('Burglary', 0.079279445), ('Shoplifting', 0.07782172), ('Road Accidents', 0.07733996), ('Arson', 0.074125536), ('Robbery', 0.07282586), ('Normal Videos', 0.07251005), ('Explosion', 0.06918687), ('Shooting', 0.067068264), ('Fighting', 0.0670187), ('Abuse', 0.0660095), ('Stealing', 0.06575852), ('Arrest', 0.065593585), ('Assault', 0.06481182)]
Shooting008_x264: [('Vandalism', 0.07935998), ('Burglary', 0.0775075), ('Shoplifting', 0.07745151), ('Road Accidents', 0.076856285), ('Normal Videos', 0.07332106), ('Arson', 0.07277761), ('Robbery', 0.07235258), ('Explosion', 0.07004647), ('Fighting', 0.06809572), ('Shooting', 0.06771267), ('Stealing', 0.066547304), ('Abuse', 0.066507146), ('Arrest', 0.06626977), ('Assault', 0.06519439)]
Shooting027_x264: [('Burglary', 0.07859954), ('Vandalism', 0.07846737), ('Road Accidents', 0.076778464), ('Shoplifting', 0.074269556), ('Arson', 0.073492534), ('Normal Videos', 0.073273234), ('Robbery', 0.07248928), ('Explosion', 0.07081573), ('Shooting', 0.0681151), ('Fighting', 0.06779933), ('Arrest', 0.06671647), ('Abuse', 0.06670707), ('Stealing', 0.066547565), ('Assault', 0.06592876)]
Shooting002_x264: [('Vandalism', 0.07957408), ('Burglary', 0.07912447), ('Shoplifting', 0.0779885), ('Road Accidents', 0.07662745), ('Arson', 0.0743028), ('Robbery', 0.073345914), ('Normal Videos', 0.07328759), ('Explosion', 0.0692558), ('Shooting', 0.067173526), ('Fighting', 0.06697027), ('Abuse', 0.066098765), ('Stealing', 0.06600952), ('Arrest', 0.06543943), ('Assault', 0.06480187)]
Shooting033_x264: [('Road Accidents', 0.07732437), ('Shoplifting', 0.07700647), ('Vandalism', 0.07660608), ('Burglary', 0.07639922), ('Arson', 0.07413818), ('Robbery', 0.07284081), ('Normal Videos', 0.07150804), ('Explosion', 0.06972671), ('Fighting', 0.06904705), ('Shooting', 0.068117395), ('Abuse', 0.067564905), ('Stealing', 0.067155875), ('Arrest', 0.06666627), ('Assault', 0.06589857)]
Abuse002_x264: [('Vandalism', 0.07820098), ('Road Accidents', 0.07790968), ('Burglary', 0.07609041), ('Normal Videos', 0.07316493), ('Arson', 0.07283912), ('Shoplifting', 0.07258191), ('Robbery', 0.071803935), ('Explosion', 0.070496), ('Shooting', 0.06886317), ('Fighting', 0.06849972), ('Abuse', 0.06846484), ('Stealing', 0.06733247), ('Arrest', 0.067079745), ('Assault', 0.06667303)]
Abuse006_x264: [('Burglary', 0.077260524), ('Road Accidents', 0.077062204), ('Vandalism', 0.07676142), ('Shoplifting', 0.07451434), ('Arson', 0.07397317), ('Normal Videos', 0.073067546), ('Robbery', 0.07201852), ('Explosion', 0.07003349), ('Shooting', 0.06878777), ('Fighting', 0.06864205), ('Abuse', 0.067356125), ('Arrest', 0.0670293), ('Stealing', 0.06699636), ('Assault', 0.066497095)]
Abuse039_x264: [('Road Accidents', 0.0760679), ('Burglary', 0.07482673), ('Vandalism', 0.07433807), ('Shoplifting', 0.07425272), ('Normal Videos', 0.07373913), ('Arson', 0.07327051), ('Robbery', 0.07195675), ('Explosion', 0.070360914), ('Shooting', 0.06963671), ('Fighting', 0.069522604), ('Stealing', 0.06847112), ('Abuse', 0.06838647), ('Arrest', 0.06789856), ('Assault', 0.06727176)]
Abuse001_x264: [('Road Accidents', 0.076961935), ('Burglary', 0.07609364), ('Vandalism', 0.07547342), ('Shoplifting', 0.07363282), ('Arson', 0.073197216), ('Normal Videos', 0.07249069), ('Robbery', 0.07139496), ('Explosion', 0.070958175), ('Fighting', 0.06951815), ('Shooting', 0.069450654), ('Abuse', 0.06843883), ('Stealing', 0.067824244), ('Arrest', 0.06744354), ('Assault', 0.067121685)]
Abuse049_x264: [('Vandalism', 0.07744238), ('Road Accidents', 0.07660785), ('Burglary', 0.076358326), ('Normal Videos', 0.07545079), ('Shoplifting', 0.07508812), ('Arson', 0.07307384), ('Robbery', 0.07179264), ('Explosion', 0.07011193), ('Shooting', 0.068550706), ('Fighting', 0.06823979), ('Abuse', 0.067599654), ('Stealing', 0.06714894), ('Arrest', 0.066561565), ('Assault', 0.06597343)]
Abuse043_x264: [('Shoplifting', 0.07874124), ('Road Accidents', 0.07756208), ('Vandalism', 0.07747405), ('Burglary', 0.07714371), ('Arson', 0.074064575), ('Robbery', 0.07258912), ('Normal Videos', 0.07215752), ('Explosion', 0.06936525), ('Fighting', 0.067972705), ('Shooting', 0.06766882), ('Abuse', 0.067159034), ('Stealing', 0.06680537), ('Arrest', 0.066107824), ('Assault', 0.06518871)]
Abuse008_x264: [('Road Accidents', 0.07630531), ('Burglary', 0.07626649), ('Vandalism', 0.075312585), ('Arson', 0.07381975), ('Shoplifting', 0.073658526), ('Normal Videos', 0.07135676), ('Robbery', 0.07126972), ('Explosion', 0.07061252), ('Fighting', 0.06980052), ('Shooting', 0.06919568), ('Abuse', 0.06848517), ('Arrest', 0.068356216), ('Stealing', 0.06790298), ('Assault', 0.06765775)]
Abuse016_x264: [('Vandalism', 0.076598026), ('Burglary', 0.07654232), ('Road Accidents', 0.075872034), ('Shoplifting', 0.07448143), ('Normal Videos', 0.07413846), ('Arson', 0.0735163), ('Robbery', 0.07209857), ('Explosion', 0.07058183), ('Shooting', 0.06884924), ('Fighting', 0.06879483), ('Abuse', 0.06763677), ('Stealing', 0.06731396), ('Arrest', 0.06711703), ('Assault', 0.06645913)]
Abuse037_x264: [('Road Accidents', 0.07793568), ('Vandalism', 0.07788347), ('Burglary', 0.07667455), ('Shoplifting', 0.073975295), ('Arson', 0.072985314), ('Normal Videos', 0.072216354), ('Robbery', 0.07111071), ('Explosion', 0.069924206), ('Shooting', 0.069485895), ('Fighting', 0.06888682), ('Abuse', 0.06814246), ('Arrest', 0.067036524), ('Stealing', 0.06688586), ('Assault', 0.0668568)]
Abuse024_x264: [('Vandalism', 0.0779511), ('Burglary', 0.0776442), ('Road Accidents', 0.076313786), ('Shoplifting', 0.07623783), ('Normal Videos', 0.07456609), ('Arson', 0.07318022), ('Robbery', 0.07229601), ('Explosion', 0.07020471), ('Fighting', 0.06817928), ('Shooting', 0.06794941), ('Abuse', 0.06691944), ('Stealing', 0.0665694), ('Arrest', 0.06630762), ('Assault', 0.06568095)]
Abuse023_x264: [('Vandalism', 0.07811048), ('Shoplifting', 0.07737815), ('Burglary', 0.07679611), ('Road Accidents', 0.075588234), ('Normal Videos', 0.07330243), ('Arson', 0.073232785), ('Robbery', 0.07282385), ('Explosion', 0.069798864), ('Fighting', 0.06818554), ('Shooting', 0.06807847), ('Stealing', 0.067331575), ('Abuse', 0.06727398), ('Arrest', 0.06652523), ('Assault', 0.06557424)]
Abuse021_x264: [('Vandalism', 0.07861033), ('Road Accidents', 0.076748066), ('Shoplifting', 0.0766833), ('Burglary', 0.076668106), ('Normal Videos', 0.07406568), ('Arson', 0.073429175), ('Robbery', 0.07192338), ('Explosion', 0.06972601), ('Fighting', 0.068080656), ('Shooting', 0.0680197), ('Abuse', 0.06730957), ('Stealing', 0.06681458), ('Arrest', 0.06631002), ('Assault', 0.06561144)]
Abuse036_x264: [('Shoplifting', 0.078683265), ('Vandalism', 0.07833696), ('Burglary', 0.07697964), ('Road Accidents', 0.07684809), ('Arson', 0.07440235), ('Normal Videos', 0.073353425), ('Robbery', 0.07254098), ('Explosion', 0.06960912), ('Fighting', 0.06754117), ('Shooting', 0.067406975), ('Stealing', 0.06694589), ('Abuse', 0.06688696), ('Arrest', 0.06562777), ('Assault', 0.064837396)]
Abuse012_x264: [('Road Accidents', 0.0769383), ('Burglary', 0.076425605), ('Vandalism', 0.07641769), ('Arson', 0.07446148), ('Normal Videos', 0.073291175), ('Shoplifting', 0.073288195), ('Explosion', 0.07149677), ('Robbery', 0.0697847), ('Fighting', 0.06905286), ('Shooting', 0.06875851), ('Abuse', 0.0685088), ('Stealing', 0.06731572), ('Arrest', 0.06725908), ('Assault', 0.06700119)]
Abuse034_x264: [('Vandalism', 0.07915032), ('Road Accidents', 0.07778631), ('Shoplifting', 0.07778292), ('Burglary', 0.07718409), ('Arson', 0.07330349), ('Normal Videos', 0.072549865), ('Robbery', 0.07175044), ('Explosion', 0.069499865), ('Fighting', 0.06838306), ('Shooting', 0.06764787), ('Abuse', 0.06729842), ('Stealing', 0.06644615), ('Arrest', 0.06598401), ('Assault', 0.06523321)]
Abuse032_x264: [('Shoplifting', 0.07650326), ('Road Accidents', 0.07614953), ('Vandalism', 0.0751961), ('Burglary', 0.07432767), ('Arson', 0.07415698), ('Normal Videos', 0.07322452), ('Robbery', 0.07245224), ('Explosion', 0.06984447), ('Fighting', 0.06907904), ('Shooting', 0.06889241), ('Abuse', 0.06843788), ('Stealing', 0.06818822), ('Arrest', 0.06717742), ('Assault', 0.066370204)]
Abuse031_x264: [('Vandalism', 0.07924347), ('Shoplifting', 0.07870946), ('Burglary', 0.07853176), ('Road Accidents', 0.077460244), ('Arson', 0.074135736), ('Normal Videos', 0.072016), ('Robbery', 0.07188961), ('Explosion', 0.06946494), ('Fighting', 0.067728095), ('Shooting', 0.067291915), ('Abuse', 0.06646464), ('Stealing', 0.06631363), ('Arrest', 0.065746956), ('Assault', 0.065003455)]
Abuse033_x264: [('Road Accidents', 0.07731711), ('Vandalism', 0.077020004), ('Burglary', 0.07677213), ('Shoplifting', 0.07669056), ('Arson', 0.07437831), ('Normal Videos', 0.073075704), ('Robbery', 0.07195171), ('Explosion', 0.07000434), ('Shooting', 0.068595424), ('Fighting', 0.06821309), ('Abuse', 0.06733828), ('Stealing', 0.06680119), ('Arrest', 0.06610207), ('Assault', 0.06574004)]
Abuse041_x264: [('Vandalism', 0.07910081), ('Road Accidents', 0.077695735), ('Burglary', 0.07709854), ('Shoplifting', 0.07591399), ('Arson', 0.073799066), ('Normal Videos', 0.073140256), ('Robbery', 0.07172844), ('Explosion', 0.06959793), ('Shooting', 0.068579994), ('Fighting', 0.06799526), ('Abuse', 0.067297526), ('Stealing', 0.066042185), ('Arrest', 0.066031344), ('Assault', 0.06597892)]
Abuse007_x264: [('Vandalism', 0.07817301), ('Burglary', 0.07639901), ('Road Accidents', 0.076316506), ('Shoplifting', 0.0741393), ('Normal Videos', 0.072958685), ('Arson', 0.07253475), ('Robbery', 0.071472704), ('Explosion', 0.070315965), ('Shooting', 0.06925104), ('Fighting', 0.068875395), ('Abuse', 0.06810842), ('Arrest', 0.06750868), ('Stealing', 0.067241654), ('Assault', 0.06670494)]
Abuse029_x264: [('Vandalism', 0.082370386), ('Burglary', 0.08029526), ('Shoplifting', 0.07908872), ('Road Accidents', 0.07580313), ('Arson', 0.07413689), ('Robbery', 0.07335608), ('Normal Videos', 0.071493454), ('Explosion', 0.069835156), ('Fighting', 0.066062935), ('Shooting', 0.066061564), ('Abuse', 0.06604384), ('Stealing', 0.06601625), ('Arrest', 0.06524828), ('Assault', 0.06418797)]
Abuse013_x264: [('Road Accidents', 0.078224115), ('Burglary', 0.076515764), ('Vandalism', 0.07613164), ('Arson', 0.07324991), ('Shoplifting', 0.07285805), ('Normal Videos', 0.071626656), ('Explosion', 0.07136722), ('Robbery', 0.06983568), ('Fighting', 0.06969913), ('Abuse', 0.069051884), ('Shooting', 0.06885861), ('Assault', 0.06770858), ('Arrest', 0.06767678), ('Stealing', 0.067195944)]
Abuse046_x264: [('Vandalism', 0.07644374), ('Road Accidents', 0.07549982), ('Burglary', 0.07442162), ('Arson', 0.07310688), ('Normal Videos', 0.07298642), ('Shoplifting', 0.072551526), ('Robbery', 0.07167113), ('Explosion', 0.07055323), ('Shooting', 0.07016724), ('Fighting', 0.0695912), ('Abuse', 0.06909393), ('Stealing', 0.0682123), ('Arrest', 0.068056695), ('Assault', 0.06764427)]
Abuse048_x264: [('Shoplifting', 0.07791399), ('Vandalism', 0.077825576), ('Burglary', 0.075973615), ('Road Accidents', 0.07591323), ('Arson', 0.07418151), ('Normal Videos', 0.07366236), ('Robbery', 0.07230697), ('Explosion', 0.069736764), ('Fighting', 0.06814862), ('Shooting', 0.06791357), ('Abuse', 0.06749899), ('Stealing', 0.06719578), ('Arrest', 0.066297464), ('Assault', 0.06543157)]
Abuse040_x264: [('Shoplifting', 0.0783495), ('Vandalism', 0.07724644), ('Road Accidents', 0.076393865), ('Burglary', 0.075495124), ('Normal Videos', 0.074726634), ('Arson', 0.07355052), ('Robbery', 0.072821364), ('Explosion', 0.0691496), ('Fighting', 0.068073556), ('Shooting', 0.068043634), ('Stealing', 0.06761013), ('Abuse', 0.06728155), ('Arrest', 0.06603105), ('Assault', 0.06522698)]
Abuse042_x264: [('Shoplifting', 0.07813401), ('Burglary', 0.07705411), ('Vandalism', 0.0766124), ('Road Accidents', 0.076490074), ('Arson', 0.07468826), ('Normal Videos', 0.07258219), ('Robbery', 0.07146895), ('Explosion', 0.06998714), ('Fighting', 0.068701416), ('Shooting', 0.06763661), ('Stealing', 0.06760978), ('Abuse', 0.06753211), ('Arrest', 0.06599334), ('Assault', 0.06550958)]
Abuse004_x264: [('Road Accidents', 0.076722756), ('Burglary', 0.07605223), ('Vandalism', 0.0753757), ('Shoplifting', 0.07405299), ('Arson', 0.07351781), ('Normal Videos', 0.0723206), ('Robbery', 0.07168605), ('Explosion', 0.07047833), ('Fighting', 0.06958499), ('Shooting', 0.06923849), ('Abuse', 0.06838045), ('Stealing', 0.06789075), ('Arrest', 0.067669354), ('Assault', 0.067029536)]
Abuse026_x264: [('Burglary', 0.077065326), ('Road Accidents', 0.07680672), ('Vandalism', 0.07663809), ('Shoplifting', 0.073078096), ('Arson', 0.072991274), ('Normal Videos', 0.072524495), ('Robbery', 0.07133968), ('Explosion', 0.07086681), ('Fighting', 0.06946348), ('Shooting', 0.06900922), ('Abuse', 0.06825339), ('Arrest', 0.067516714), ('Stealing', 0.06734022), ('Assault', 0.06710643)]
Abuse025_x264: [('Road Accidents', 0.07627314), ('Burglary', 0.07497507), ('Vandalism', 0.07428226), ('Arson', 0.07407267), ('Normal Videos', 0.07305444), ('Shoplifting', 0.07209202), ('Explosion', 0.07128959), ('Fighting', 0.070038006), ('Shooting', 0.06998356), ('Robbery', 0.06990629), ('Abuse', 0.06931898), ('Stealing', 0.06833188), ('Assault', 0.06820731), ('Arrest', 0.0681748)]
Abuse028_x264: [('Vandalism', 0.07872365), ('Burglary', 0.078581795), ('Road Accidents', 0.07668515), ('Shoplifting', 0.074608326), ('Arson', 0.07374847), ('Normal Videos', 0.07290837), ('Robbery', 0.0721976), ('Explosion', 0.070099), ('Shooting', 0.06839395), ('Fighting', 0.068171844), ('Abuse', 0.06688986), ('Arrest', 0.066582374), ('Stealing', 0.0664422), ('Assault', 0.06596738)]
Abuse020_x264: [('Shoplifting', 0.07809312), ('Vandalism', 0.07628246), ('Road Accidents', 0.07606478), ('Burglary', 0.075162575), ('Normal Videos', 0.074780196), ('Arson', 0.073292404), ('Robbery', 0.072597094), ('Explosion', 0.06971224), ('Fighting', 0.06845407), ('Shooting', 0.068170115), ('Stealing', 0.06800647), ('Abuse', 0.067732885), ('Arrest', 0.06618303), ('Assault', 0.065468594)]
Abuse038_x264: [('Vandalism', 0.0785491), ('Road Accidents', 0.076411515), ('Burglary', 0.07639665), ('Shoplifting', 0.074828036), ('Normal Videos', 0.073682345), ('Arson', 0.07311989), ('Robbery', 0.07206838), ('Explosion', 0.07034774), ('Shooting', 0.06850808), ('Fighting', 0.06826828), ('Abuse', 0.06765618), ('Stealing', 0.06735889), ('Arrest', 0.0667485), ('Assault', 0.06605642)]
Abuse019_x264: [('Shoplifting', 0.078034244), ('Vandalism', 0.077297986), ('Road Accidents', 0.07729791), ('Burglary', 0.07694086), ('Arson', 0.07395875), ('Normal Videos', 0.07296228), ('Robbery', 0.07273353), ('Explosion', 0.069640376), ('Shooting', 0.06782488), ('Fighting', 0.067600496), ('Abuse', 0.067087814), ('Stealing', 0.06701836), ('Arrest', 0.0662337), ('Assault', 0.065368816)]
Abuse015_x264: [('Road Accidents', 0.07502704), ('Normal Videos', 0.074120715), ('Vandalism', 0.07381013), ('Shoplifting', 0.073562235), ('Burglary', 0.07341683), ('Arson', 0.07250293), ('Robbery', 0.07245659), ('Explosion', 0.07028654), ('Fighting', 0.069905214), ('Shooting', 0.06985106), ('Abuse', 0.06940274), ('Stealing', 0.06937356), ('Arrest', 0.0685497), ('Assault', 0.067734614)]
Abuse027_x264: [('Road Accidents', 0.07779362), ('Shoplifting', 0.07714187), ('Burglary', 0.076733746), ('Vandalism', 0.07670673), ('Arson', 0.073966734), ('Normal Videos', 0.07214274), ('Robbery', 0.07208205), ('Explosion', 0.07027673), ('Fighting', 0.06858423), ('Shooting', 0.06790947), ('Abuse', 0.067739), ('Stealing', 0.06708944), ('Arrest', 0.06622637), ('Assault', 0.06560728)]
Abuse044_x264: [('Shoplifting', 0.07950253), ('Vandalism', 0.07818912), ('Burglary', 0.077013865), ('Road Accidents', 0.07661356), ('Normal Videos', 0.0741408), ('Arson', 0.07353458), ('Robbery', 0.072861046), ('Explosion', 0.06929574), ('Shooting', 0.06754172), ('Fighting', 0.06722941), ('Stealing', 0.06704128), ('Abuse', 0.06668582), ('Arrest', 0.06577929), ('Assault', 0.06457126)]
Abuse030_x264: [('Burglary', 0.07711966), ('Vandalism', 0.0766889), ('Road Accidents', 0.07630048), ('Arson', 0.07378865), ('Shoplifting', 0.072922975), ('Normal Videos', 0.07284602), ('Robbery', 0.07164242), ('Explosion', 0.07113465), ('Fighting', 0.06922588), ('Shooting', 0.06880321), ('Abuse', 0.06795208), ('Stealing', 0.06722171), ('Arrest', 0.06718721), ('Assault', 0.06716616)]
Abuse005_x264: [('Burglary', 0.080321185), ('Vandalism', 0.07905454), ('Road Accidents', 0.076781355), ('Shoplifting', 0.07631405), ('Arson', 0.07430222), ('Robbery', 0.07255338), ('Normal Videos', 0.07170488), ('Explosion', 0.069836624), ('Shooting', 0.067528635), ('Fighting', 0.06735632), ('Arrest', 0.06667478), ('Abuse', 0.06635901), ('Stealing', 0.0660182), ('Assault', 0.06519482)]
Abuse022_x264: [('Vandalism', 0.07740216), ('Burglary', 0.07697635), ('Road Accidents', 0.076811165), ('Shoplifting', 0.07449224), ('Normal Videos', 0.07426583), ('Arson', 0.07254704), ('Robbery', 0.07067171), ('Explosion', 0.070504755), ('Shooting', 0.06901432), ('Fighting', 0.068933435), ('Abuse', 0.0677871), ('Arrest', 0.06712148), ('Stealing', 0.066878565), ('Assault', 0.066593766)]
