RoadAccidents055_x264: [('Road Accidents', 0.6942875), ('Vandalism', 0.6893528), ('Burglary', 0.67839336), ('Normal Videos', 0.6539328), ('Arson', 0.6354321), ('Explosion', 0.6268479), ('Robbery', 0.61219466), ('Shooting', 0.60954404), ('Abuse', 0.596717), ('Fighting', 0.59555435), ('Shoplifting', 0.5927677), ('Assault', 0.58792454), ('Arrest', 0.58707255), ('Stealing', 0.5786124)]
Burglary077_x264: [('Burglary', 0.59076107), ('Road Accidents', 0.5772504), ('Vandalism', 0.5610305), ('Arson', 0.5315188), ('Shoplifting', 0.5088956), ('Normal Videos', 0.50338376), ('Robbery', 0.4967115), ('Explosion', 0.48532715), ('Shooting', 0.45912212), ('Fighting', 0.45885706), ('Abuse', 0.4463165), ('Arrest', 0.4377566), ('Assault', 0.43230468), ('Stealing', 0.42604634)]
Burglary048_x264: [('Vandalism', 0.5200216), ('Burglary', 0.51613045), ('Road Accidents', 0.49872285), ('Shoplifting', 0.49153745), ('Arson', 0.4747469), ('Normal Videos', 0.46295628), ('Robbery', 0.44603547), ('Explosion', 0.4295123), ('Shooting', 0.4029932), ('Fighting', 0.40198871), ('Abuse', 0.3855502), ('Stealing', 0.38530302), ('Arrest', 0.37106308), ('Assault', 0.36084482)]
Burglary008_x264: [('Road Accidents', 0.5795871), ('Burglary', 0.5670751), ('Normal Videos', 0.559611), ('Vandalism', 0.5560856), ('Arson', 0.5529711), ('Shoplifting', 0.53030586), ('Explosion', 0.51871634), ('Robbery', 0.5175586), ('Fighting', 0.5040099), ('Shooting', 0.5020624), ('Abuse', 0.4912778), ('Stealing', 0.48127183), ('Arrest', 0.47182244), ('Assault', 0.47103155)]
Burglary005_x264: [('Burglary', 0.4210708), ('Shoplifting', 0.4206276), ('Road Accidents', 0.41837323), ('Vandalism', 0.40949565), ('Arson', 0.38226852), ('Normal Videos', 0.37550503), ('Robbery', 0.3602434), ('Explosion', 0.3360642), ('Fighting', 0.3254109), ('Shooting', 0.31733668), ('Abuse', 0.3014117), ('Stealing', 0.30096388), ('Arrest', 0.2905018), ('Assault', 0.28017095)]
Burglary017_x264: [('Burglary', 0.53137314), ('Road Accidents', 0.5260612), ('Vandalism', 0.5109865), ('Normal Videos', 0.48898828), ('Arson', 0.48307347), ('Shoplifting', 0.466884), ('Robbery', 0.45318592), ('Explosion', 0.44367784), ('Shooting', 0.4217859), ('Fighting', 0.41715515), ('Abuse', 0.4035808), ('Arrest', 0.39786407), ('Stealing', 0.3928516), ('Assault', 0.3904376)]
Burglary025_x264: [('Shoplifting', 0.37307596), ('Vandalism', 0.36313474), ('Road Accidents', 0.35846758), ('Burglary', 0.35527706), ('Arson', 0.3360792), ('Normal Videos', 0.30166432), ('Robbery', 0.30019325), ('Explosion', 0.26271757), ('Fighting', 0.24609496), ('Shooting', 0.24022184), ('Abuse', 0.22752066), ('Stealing', 0.22605567), ('Arrest', 0.21259037), ('Assault', 0.1979036)]
Burglary043_x264: [('Vandalism', 0.6057763), ('Burglary', 0.60402286), ('Road Accidents', 0.57429326), ('Arson', 0.54877234), ('Shoplifting', 0.5465665), ('Normal Videos', 0.5265959), ('Robbery', 0.51953393), ('Explosion', 0.49356714), ('Shooting', 0.46708035), ('Fighting', 0.45383546), ('Abuse', 0.44985405), ('Arrest', 0.436426), ('Stealing', 0.43606502), ('Assault', 0.43080035)]
Burglary099_x264: [('Vandalism', 0.43934616), ('Burglary', 0.4335881), ('Shoplifting', 0.41385376), ('Road Accidents', 0.41313922), ('Normal Videos', 0.3762814), ('Arson', 0.37578732), ('Robbery', 0.36326307), ('Explosion', 0.31417364), ('Shooting', 0.28648046), ('Fighting', 0.27973345), ('Abuse', 0.2732888), ('Stealing', 0.27046984), ('Arrest', 0.2593524), ('Assault', 0.24363102)]
Burglary032_x264: [('Road Accidents', 0.4510918), ('Burglary', 0.44586366), ('Vandalism', 0.44241855), ('Shoplifting', 0.42490563), ('Arson', 0.42437822), ('Normal Videos', 0.4128244), ('Robbery', 0.3792624), ('Explosion', 0.37482685), ('Shooting', 0.3451825), ('Fighting', 0.34504718), ('Stealing', 0.327496), ('Abuse', 0.32569098), ('Arrest', 0.32329658), ('Assault', 0.310659)]
Burglary074_x264: [('Vandalism', 0.39994347), ('Burglary', 0.39903355), ('Road Accidents', 0.37100857), ('Shoplifting', 0.37004316), ('Arson', 0.33578146), ('Robbery', 0.3018832), ('Normal Videos', 0.2825299), ('Explosion', 0.25795698), ('Fighting', 0.21796787), ('Shooting', 0.21613115), ('Abuse', 0.20776257), ('Stealing', 0.19555971), ('Arrest', 0.19504184), ('Assault', 0.18124709)]
Burglary044_x264: [('Road Accidents', 0.5158609), ('Burglary', 0.510296), ('Normal Videos', 0.50282335), ('Vandalism', 0.49877763), ('Arson', 0.48663098), ('Explosion', 0.45550355), ('Shoplifting', 0.45469028), ('Robbery', 0.45413566), ('Fighting', 0.44307855), ('Shooting', 0.44285688), ('Abuse', 0.4274581), ('Stealing', 0.41811672), ('Arrest', 0.41619414), ('Assault', 0.4082653)]
Burglary028_x264: [('Vandalism', 0.508615), ('Burglary', 0.5018955), ('Shoplifting', 0.49611077), ('Road Accidents', 0.48868626), ('Arson', 0.4668778), ('Normal Videos', 0.46526983), ('Robbery', 0.4516867), ('Explosion', 0.41022372), ('Fighting', 0.38128603), ('Shooting', 0.37971455), ('Stealing', 0.37416437), ('Abuse', 0.36639005), ('Arrest', 0.3521914), ('Assault', 0.3421264)]
Burglary061_x264: [('Burglary', 0.46973318), ('Road Accidents', 0.46715254), ('Normal Videos', 0.45345733), ('Vandalism', 0.45127234), ('Shoplifting', 0.44830573), ('Arson', 0.4380331), ('Robbery', 0.40996468), ('Explosion', 0.39185655), ('Fighting', 0.3713296), ('Shooting', 0.36674893), ('Abuse', 0.3526596), ('Stealing', 0.35042366), ('Arrest', 0.34445763), ('Assault', 0.33592725)]
Burglary049_x264: [('Shoplifting', 0.40046126), ('Burglary', 0.397778), ('Road Accidents', 0.39461103), ('Vandalism', 0.38061675), ('Arson', 0.3656468), ('Normal Videos', 0.36410925), ('Robbery', 0.34512728), ('Explosion', 0.3013399), ('Fighting', 0.2874252), ('Shooting', 0.2856792), ('Stealing', 0.2716049), ('Abuse', 0.2677726), ('Arrest', 0.25680023), ('Assault', 0.24222673)]
Burglary065_x264: [('Shoplifting', 0.39536148), ('Road Accidents', 0.39001054), ('Vandalism', 0.38637584), ('Burglary', 0.38373625), ('Arson', 0.37951225), ('Normal Videos', 0.37236986), ('Robbery', 0.34707168), ('Explosion', 0.3267614), ('Fighting', 0.31246045), ('Shooting', 0.30384958), ('Stealing', 0.29950273), ('Abuse', 0.29885533), ('Arrest', 0.28036842), ('Assault', 0.26468775)]
Burglary038_x264: [('Vandalism', 0.57189137), ('Burglary', 0.5622848), ('Road Accidents', 0.55280834), ('Arson', 0.52519655), ('Shoplifting', 0.524971), ('Normal Videos', 0.5230761), ('Robbery', 0.49347073), ('Explosion', 0.47783202), ('Shooting', 0.45134565), ('Fighting', 0.44794682), ('Abuse', 0.43700677), ('Stealing', 0.42438847), ('Arrest', 0.42087287), ('Assault', 0.41140273)]
Burglary026_x264: [('Burglary', 0.46392983), ('Shoplifting', 0.46343014), ('Road Accidents', 0.4606834), ('Vandalism', 0.46060997), ('Arson', 0.41874093), ('Normal Videos', 0.4087041), ('Robbery', 0.39999607), ('Explosion', 0.369112), ('Fighting', 0.3483137), ('Shooting', 0.341408), ('Stealing', 0.33231676), ('Abuse', 0.326214), ('Arrest', 0.31673026), ('Assault', 0.2993166)]
Burglary093_x264: [('Burglary', 0.54504776), ('Vandalism', 0.54079455), ('Road Accidents', 0.5327641), ('Normal Videos', 0.5142648), ('Shoplifting', 0.48940015), ('Arson', 0.48327237), ('Robbery', 0.46918118), ('Explosion', 0.45804352), ('Shooting', 0.4455707), ('Fighting', 0.4340791), ('Abuse', 0.41649583), ('Arrest', 0.41451), ('Stealing', 0.40771216), ('Assault', 0.4049245)]
Burglary054_x264: [('Vandalism', 0.62019646), ('Burglary', 0.61648184), ('Road Accidents', 0.58756644), ('Normal Videos', 0.5571662), ('Shoplifting', 0.5544579), ('Arson', 0.5475533), ('Robbery', 0.5260207), ('Explosion', 0.51877785), ('Fighting', 0.47959983), ('Shooting', 0.4794385), ('Abuse', 0.47161812), ('Stealing', 0.46208096), ('Arrest', 0.45881784), ('Assault', 0.45359692)]
Burglary033_x264: [('Vandalism', 0.4662404), ('Shoplifting', 0.46464324), ('Burglary', 0.45652133), ('Road Accidents', 0.42699513), ('Arson', 0.39913148), ('Robbery', 0.38652265), ('Normal Videos', 0.36666036), ('Explosion', 0.3341208), ('Fighting', 0.30196008), ('Shooting', 0.29657915), ('Stealing', 0.28947243), ('Abuse', 0.28723755), ('Arrest', 0.27030486), ('Assault', 0.2595384)]
Burglary088_x264: [('Burglary', 0.50539875), ('Road Accidents', 0.5038843), ('Vandalism', 0.49754748), ('Shoplifting', 0.47069848), ('Arson', 0.46755034), ('Normal Videos', 0.45901424), ('Robbery', 0.43953085), ('Explosion', 0.41872996), ('Shooting', 0.3956796), ('Fighting', 0.39351743), ('Abuse', 0.38100654), ('Stealing', 0.3724188), ('Arrest', 0.3694548), ('Assault', 0.36182773)]
Burglary039_x264: [('Road Accidents', 0.49248084), ('Burglary', 0.4918998), ('Normal Videos', 0.47698778), ('Vandalism', 0.46564692), ('Arson', 0.4616888), ('Shoplifting', 0.44644028), ('Explosion', 0.43427366), ('Robbery', 0.4310696), ('Shooting', 0.42389268), ('Fighting', 0.41911104), ('Abuse', 0.40091696), ('Stealing', 0.39862457), ('Arrest', 0.39591056), ('Assault', 0.37798384)]
Burglary066_x264: [('Burglary', 0.43354404), ('Vandalism', 0.43092713), ('Road Accidents', 0.41890574), ('Shoplifting', 0.40561503), ('Arson', 0.35943782), ('Robbery', 0.3375502), ('Normal Videos', 0.33407015), ('Explosion', 0.2961047), ('Shooting', 0.2585144), ('Fighting', 0.2574867), ('Abuse', 0.24626715), ('Arrest', 0.22950996), ('Stealing', 0.22904477), ('Assault', 0.22263901)]
Burglary058_x264: [('Burglary', 0.48261458), ('Road Accidents', 0.473839), ('Vandalism', 0.4582234), ('Arson', 0.45605624), ('Shoplifting', 0.44719028), ('Normal Videos', 0.44480363), ('Robbery', 0.42487255), ('Explosion', 0.39448613), ('Shooting', 0.3851669), ('Fighting', 0.38219118), ('Abuse', 0.36390162), ('Stealing', 0.3614), ('Arrest', 0.35527372), ('Assault', 0.34332716)]
Burglary092_x264: [('Burglary', 0.63812125), ('Vandalism', 0.6162882), ('Road Accidents', 0.6144986), ('Normal Videos', 0.59631765), ('Arson', 0.58156544), ('Explosion', 0.55635834), ('Shoplifting', 0.5552757), ('Robbery', 0.549419), ('Shooting', 0.52226245), ('Fighting', 0.5183401), ('Abuse', 0.50499445), ('Stealing', 0.50100726), ('Arrest', 0.4959434), ('Assault', 0.49338478)]
Burglary024_x264: [('Vandalism', 0.5206425), ('Road Accidents', 0.5178084), ('Burglary', 0.5119294), ('Shoplifting', 0.49933687), ('Arson', 0.48725516), ('Normal Videos', 0.48673797), ('Robbery', 0.46374065), ('Explosion', 0.44219202), ('Fighting', 0.42342016), ('Shooting', 0.42253643), ('Abuse', 0.41240025), ('Stealing', 0.40822977), ('Arrest', 0.39853626), ('Assault', 0.39315224)]
Burglary031_x264: [('Shoplifting', 0.39283472), ('Burglary', 0.39219907), ('Vandalism', 0.3888284), ('Road Accidents', 0.37896708), ('Normal Videos', 0.34898907), ('Arson', 0.34275317), ('Robbery', 0.32785475), ('Explosion', 0.27609998), ('Shooting', 0.259384), ('Fighting', 0.25293916), ('Abuse', 0.24510372), ('Stealing', 0.24122834), ('Arrest', 0.23091847), ('Assault', 0.21920002)]
Burglary030_x264: [('Vandalism', 0.4757206), ('Shoplifting', 0.4622318), ('Burglary', 0.43832463), ('Road Accidents', 0.4192928), ('Arson', 0.39999855), ('Normal Videos', 0.39228407), ('Robbery', 0.38058603), ('Explosion', 0.33348984), ('Shooting', 0.30295414), ('Fighting', 0.30280307), ('Abuse', 0.29408038), ('Stealing', 0.292408), ('Arrest', 0.2743374), ('Assault', 0.25763053)]
Burglary041_x264: [('Burglary', 0.61325157), ('Road Accidents', 0.608877), ('Vandalism', 0.598117), ('Arson', 0.5715447), ('Normal Videos', 0.5593549), ('Shoplifting', 0.55922866), ('Robbery', 0.5502004), ('Explosion', 0.52872163), ('Shooting', 0.5137955), ('Fighting', 0.5089168), ('Abuse', 0.49782687), ('Arrest', 0.48878914), ('Stealing', 0.48860258), ('Assault', 0.4816231)]
Burglary056_x264: [('Burglary', 0.53154945), ('Vandalism', 0.5238274), ('Road Accidents', 0.5128221), ('Normal Videos', 0.48618138), ('Shoplifting', 0.48206487), ('Arson', 0.47220042), ('Robbery', 0.45829356), ('Explosion', 0.43738538), ('Shooting', 0.41014135), ('Fighting', 0.40752032), ('Abuse', 0.3962252), ('Arrest', 0.38978827), ('Stealing', 0.38862354), ('Assault', 0.38250238)]
Burglary042_x264: [('Road Accidents', 0.5223935), ('Burglary', 0.512281), ('Shoplifting', 0.49569434), ('Arson', 0.49418512), ('Vandalism', 0.49377617), ('Normal Videos', 0.47939557), ('Robbery', 0.45883206), ('Explosion', 0.43926013), ('Fighting', 0.4308889), ('Shooting', 0.41962552), ('Abuse', 0.4113208), ('Stealing', 0.4025545), ('Arrest', 0.39300567), ('Assault', 0.3901592)]
Burglary057_x264: [('Shoplifting', 0.42551005), ('Vandalism', 0.41560322), ('Burglary', 0.415291), ('Road Accidents', 0.41444016), ('Normal Videos', 0.3956708), ('Arson', 0.37890968), ('Robbery', 0.3734495), ('Explosion', 0.33027178), ('Fighting', 0.3155014), ('Shooting', 0.3146696), ('Stealing', 0.30285835), ('Abuse', 0.29975173), ('Arrest', 0.284556), ('Assault', 0.26962876)]
Burglary051_x264: [('Vandalism', 0.5031145), ('Burglary', 0.48883814), ('Shoplifting', 0.4797209), ('Road Accidents', 0.477462), ('Arson', 0.42827848), ('Normal Videos', 0.42818716), ('Robbery', 0.41698372), ('Explosion', 0.3703287), ('Shooting', 0.3411458), ('Fighting', 0.34080145), ('Abuse', 0.33581516), ('Stealing', 0.32506764), ('Arrest', 0.31512958), ('Assault', 0.30312565)]
Burglary078_x264: [('Vandalism', 0.46148598), ('Shoplifting', 0.44885153), ('Burglary', 0.4214891), ('Road Accidents', 0.3802655), ('Robbery', 0.35747254), ('Arson', 0.34619358), ('Normal Videos', 0.33651155), ('Explosion', 0.2948668), ('Fighting', 0.24958822), ('Stealing', 0.24889639), ('Abuse', 0.24268597), ('Shooting', 0.24259016), ('Arrest', 0.22797373), ('Assault', 0.20984514)]
Burglary020_x264: [('Road Accidents', 0.512507), ('Burglary', 0.5046344), ('Vandalism', 0.50079566), ('Normal Videos', 0.47874302), ('Shoplifting', 0.47085375), ('Arson', 0.46250483), ('Robbery', 0.44060963), ('Explosion', 0.43050078), ('Shooting', 0.40788162), ('Fighting', 0.40505528), ('Abuse', 0.38967153), ('Arrest', 0.38497368), ('Stealing', 0.38212052), ('Assault', 0.37523526)]
Burglary040_x264: [('Shoplifting', 0.41227147), ('Road Accidents', 0.40813968), ('Burglary', 0.40780136), ('Vandalism', 0.39756343), ('Arson', 0.3863489), ('Normal Videos', 0.3709631), ('Robbery', 0.3457455), ('Explosion', 0.3198179), ('Fighting', 0.3075167), ('Shooting', 0.29929358), ('Abuse', 0.28909212), ('Stealing', 0.2831545), ('Arrest', 0.27299097), ('Assault', 0.261334)]
Burglary079_x264: [('Road Accidents', 0.4319952), ('Shoplifting', 0.42627585), ('Burglary', 0.41946012), ('Vandalism', 0.40915996), ('Arson', 0.4088912), ('Normal Videos', 0.404655), ('Robbery', 0.38301092), ('Fighting', 0.36570054), ('Explosion', 0.36078358), ('Shooting', 0.3554836), ('Stealing', 0.3484216), ('Abuse', 0.34351808), ('Arrest', 0.32946083), ('Assault', 0.32114387)]
Burglary084_x264: [('Road Accidents', 0.5002704), ('Burglary', 0.4860093), ('Normal Videos', 0.48515087), ('Vandalism', 0.48145112), ('Shoplifting', 0.4536791), ('Arson', 0.4532944), ('Robbery', 0.43070972), ('Explosion', 0.42466208), ('Shooting', 0.4191278), ('Fighting', 0.41741276), ('Abuse', 0.39644903), ('Stealing', 0.39167333), ('Arrest', 0.3890341), ('Assault', 0.3777664)]
Burglary011_x264: [('Road Accidents', 0.62463516), ('Vandalism', 0.6129073), ('Burglary', 0.612666), ('Arson', 0.58201605), ('Normal Videos', 0.57318664), ('Shoplifting', 0.5615089), ('Robbery', 0.5490015), ('Explosion', 0.54640406), ('Shooting', 0.52263534), ('Fighting', 0.5118197), ('Abuse', 0.5109989), ('Stealing', 0.5017679), ('Assault', 0.50148284), ('Arrest', 0.4990785)]
Burglary085_x264: [('Burglary', 0.5332687), ('Road Accidents', 0.5246488), ('Arson', 0.5089171), ('Vandalism', 0.5059343), ('Shoplifting', 0.50488144), ('Normal Videos', 0.4813329), ('Robbery', 0.46653122), ('Explosion', 0.46517867), ('Fighting', 0.44292572), ('Shooting', 0.43064708), ('Abuse', 0.42161596), ('Stealing', 0.4202667), ('Arrest', 0.40703875), ('Assault', 0.39699978)]
Burglary076_x264: [('Burglary', 0.4224528), ('Road Accidents', 0.41038617), ('Vandalism', 0.40756622), ('Shoplifting', 0.40453225), ('Arson', 0.38244465), ('Normal Videos', 0.35065633), ('Robbery', 0.34523845), ('Explosion', 0.32620615), ('Fighting', 0.3073948), ('Shooting', 0.29805303), ('Stealing', 0.293745), ('Abuse', 0.29182738), ('Arrest', 0.27845925), ('Assault', 0.26687056)]
Burglary098_x264: [('Shoplifting', 0.42920056), ('Vandalism', 0.4216357), ('Burglary', 0.40799963), ('Road Accidents', 0.38484), ('Arson', 0.35700652), ('Robbery', 0.32719177), ('Normal Videos', 0.29864305), ('Explosion', 0.26445287), ('Fighting', 0.24295518), ('Shooting', 0.23600666), ('Abuse', 0.21817896), ('Stealing', 0.21774393), ('Arrest', 0.20957704), ('Assault', 0.19304186)]
Burglary080_x264: [('Burglary', 0.5683929), ('Vandalism', 0.5526619), ('Road Accidents', 0.53418994), ('Shoplifting', 0.50446343), ('Arson', 0.48105338), ('Normal Videos', 0.46477097), ('Robbery', 0.46344948), ('Explosion', 0.43363005), ('Shooting', 0.39248055), ('Fighting', 0.3880346), ('Abuse', 0.3797718), ('Arrest', 0.37730342), ('Stealing', 0.37164128), ('Assault', 0.36347997)]
Burglary007_x264: [('Burglary', 0.5475551), ('Vandalism', 0.5382477), ('Road Accidents', 0.52628505), ('Shoplifting', 0.51051354), ('Arson', 0.48116916), ('Normal Videos', 0.46975225), ('Robbery', 0.45998198), ('Explosion', 0.42388582), ('Fighting', 0.39474395), ('Shooting', 0.39038825), ('Abuse', 0.37755412), ('Arrest', 0.3721046), ('Stealing', 0.3691111), ('Assault', 0.3598879)]
Burglary013_x264: [('Burglary', 0.43781364), ('Vandalism', 0.4341917), ('Road Accidents', 0.41460526), ('Shoplifting', 0.39774287), ('Arson', 0.3777973), ('Robbery', 0.33523983), ('Normal Videos', 0.32016), ('Explosion', 0.30121887), ('Fighting', 0.26178527), ('Shooting', 0.25803745), ('Abuse', 0.24985498), ('Arrest', 0.23631692), ('Stealing', 0.23305792), ('Assault', 0.22588246)]
Burglary045_x264: [('Burglary', 0.49088332), ('Road Accidents', 0.48573506), ('Vandalism', 0.47786665), ('Shoplifting', 0.46635145), ('Arson', 0.44906816), ('Normal Videos', 0.44447273), ('Robbery', 0.42137355), ('Explosion', 0.39955902), ('Fighting', 0.367056), ('Shooting', 0.36485362), ('Abuse', 0.35568768), ('Stealing', 0.34994248), ('Arrest', 0.34444216), ('Assault', 0.33893946)]
Burglary022_x264: [('Vandalism', 0.5519204), ('Road Accidents', 0.55001736), ('Burglary', 0.5482857), ('Shoplifting', 0.5170814), ('Arson', 0.51533717), ('Normal Videos', 0.48975122), ('Robbery', 0.4798178), ('Explosion', 0.46615854), ('Fighting', 0.43745625), ('Shooting', 0.434958), ('Abuse', 0.42595762), ('Stealing', 0.4155225), ('Arrest', 0.4098398), ('Assault', 0.4039636)]
Burglary004_x264: [('Burglary', 0.5573429), ('Road Accidents', 0.5463555), ('Vandalism', 0.5426397), ('Shoplifting', 0.515597), ('Normal Videos', 0.50310475), ('Arson', 0.49577472), ('Robbery', 0.49090466), ('Explosion', 0.46036452), ('Shooting', 0.44125974), ('Fighting', 0.4366185), ('Arrest', 0.41971815), ('Abuse', 0.41830838), ('Stealing', 0.41677135), ('Assault', 0.40489578)]
Burglary021_x264: [('Vandalism', 0.55087036), ('Burglary', 0.5434867), ('Road Accidents', 0.5256219), ('Shoplifting', 0.4950765), ('Arson', 0.4800933), ('Normal Videos', 0.45649886), ('Robbery', 0.45148966), ('Explosion', 0.4101873), ('Shooting', 0.3856271), ('Fighting', 0.37294388), ('Abuse', 0.367854), ('Arrest', 0.35621107), ('Stealing', 0.35210013), ('Assault', 0.35067844)]
Burglary071_x264: [('Road Accidents', 0.50784296), ('Burglary', 0.4981517), ('Vandalism', 0.48877454), ('Normal Videos', 0.4708948), ('Arson', 0.46859145), ('Shoplifting', 0.4671464), ('Robbery', 0.43933764), ('Explosion', 0.42184138), ('Shooting', 0.41535053), ('Fighting', 0.40825462), ('Abuse', 0.39477438), ('Stealing', 0.38756758), ('Arrest', 0.383059), ('Assault', 0.37514758)]
Burglary095_x264: [('Burglary', 0.40692934), ('Shoplifting', 0.40241614), ('Road Accidents', 0.40183306), ('Vandalism', 0.3917453), ('Arson', 0.3903424), ('Normal Videos', 0.37762073), ('Robbery', 0.34547442), ('Explosion', 0.3359242), ('Fighting', 0.324687), ('Shooting', 0.31680086), ('Stealing', 0.30498767), ('Abuse', 0.30472532), ('Arrest', 0.2924688), ('Assault', 0.27956766)]
Burglary015_x264: [('Burglary', 0.50987756), ('Vandalism', 0.50652665), ('Shoplifting', 0.4848473), ('Road Accidents', 0.48072106), ('Robbery', 0.4420374), ('Arson', 0.4409433), ('Normal Videos', 0.43711108), ('Explosion', 0.39275464), ('Shooting', 0.35977054), ('Fighting', 0.35804495), ('Abuse', 0.3493209), ('Stealing', 0.34654206), ('Arrest', 0.3399685), ('Assault', 0.33012035)]
Burglary023_x264: [('Burglary', 0.43429554), ('Vandalism', 0.4282744), ('Road Accidents', 0.42571953), ('Shoplifting', 0.42259496), ('Arson', 0.4132523), ('Normal Videos', 0.4079947), ('Robbery', 0.38207757), ('Explosion', 0.35266635), ('Fighting', 0.34225053), ('Shooting', 0.34165543), ('Stealing', 0.32499808), ('Abuse', 0.32490453), ('Arrest', 0.31504065), ('Assault', 0.30361435)]
